x	y	z	w	pm_concentration
-1.88686	2.50853	-0.720914	0.693025	48
-1.88686	2.50853	-0.720914	0.693025	48
-1.88686	2.50853	-0.720914	0.693025	48
-1.88686	2.50853	-0.720914	0.693025	48
-1.88686	2.50853	-0.720914	0.693025	48
-1.88686	2.50853	-0.720914	0.693025	48
-1.88686	2.50853	-0.720914	0.693025	48
-1.88686	2.50853	-0.720914	0.693025	48
-1.88686	2.50853	-0.720914	0.693025	48
-1.88686	2.50853	-0.720914	0.693025	48
-1.88686	2.50853	-0.720914	0.693025	48
-1.88686	2.50853	-0.720914	0.693025	48
-1.88686	2.50853	-0.720914	0.693025	48
-1.88686	2.50853	-0.720914	0.693025	48
-1.88686	2.50853	-0.720914	0.693025	48
-1.88686	2.50853	-0.720914	0.693025	48
-1.88686	2.50853	-0.720914	0.693025	48
-1.88686	2.50853	-0.720914	0.693025	48
-1.88686	2.50853	-0.720914	0.693025	48
-1.88686	2.50853	-0.720914	0.693025	48
-1.88686	2.50853	-0.720914	0.693025	48
-1.88686	2.50853	-0.720914	0.693025	48
-1.88686	2.50853	-0.720914	0.693025	48
-1.88686	2.50853	-0.720914	0.693025	48
-1.88686	2.50853	-0.720914	0.693025	48
-1.88686	2.50853	-0.720914	0.693025	48
-1.88686	2.50853	-0.720914	0.693025	48
-1.88686	2.50853	-0.720914	0.693025	48
-1.88686	2.50853	-0.720914	0.693025	48
-1.88686	2.50853	-0.720914	0.693025	48
-1.88686	2.50853	-0.720914	0.693025	48
-1.88686	2.50853	-0.720914	0.693025	48
-1.88686	2.50853	-0.720914	0.693025	50
-1.88686	2.50853	-0.720914	0.693025	50
-1.88686	2.50853	-0.720914	0.693025	50
-1.88686	2.50853	-0.720914	0.693025	50
-1.88686	2.50853	-0.720914	0.693025	50
-1.88686	2.50853	-0.720914	0.693025	50
-1.88686	2.50853	-0.720914	0.693025	50
-1.88686	2.50853	-0.720914	0.693025	50
-1.88686	2.50853	-0.720914	0.693025	50
-1.88686	2.50853	-0.720914	0.693025	50
-1.88686	2.50853	-0.720914	0.693025	50
-1.88686	2.50853	-0.720914	0.693025	50
-1.88686	2.50853	-0.720914	0.693025	50
-1.88686	2.50853	-0.720914	0.693025	50
-1.88686	2.50853	-0.720914	0.693025	50
-1.88686	2.50853	-0.720914	0.693025	50
-1.88686	2.50853	-0.720914	0.693025	50
-1.88686	2.50853	-0.720914	0.693025	50
-1.88686	2.50853	-0.720914	0.693025	50
-1.88686	2.50853	-0.720853	0.693088	50
-1.88689	2.50789	-0.720793	0.69315	50
-1.8869	2.50759	-0.718126	0.695913	50
-1.8869	2.50755	-0.717822	0.696226	50
-1.88698	2.50477	-0.717883	0.696164	50
-1.88721	2.49787	-0.720188	0.693779	50
-1.88732	2.49523	-0.725014	0.688734	50
-1.88732	2.49519	-0.735447	0.677582	50
-1.88735	2.49485	-0.740394	0.672173	50
-1.88739	2.49446	-0.747334	0.664448	50
-1.88749	2.49374	-0.754824	0.655927	50
-1.88751	2.49353	-0.761086	0.648652	50
-1.88748	2.4937	-0.769455	0.638701	50
-1.88745	2.49387	-0.772789	0.634663	50
-1.88747	2.49378	-0.777091	0.629388	50
-1.88752	2.49358	-0.78715	0.616761	50
-1.88763	2.49317	-0.79874	0.601676	50
-1.88786	2.49239	-0.807681	0.58962	50
-1.88803	2.49186	-0.812847	0.582478	50
-1.88821	2.49134	-0.822591	0.568634	50
-1.88834	2.49102	-0.831324	0.555788	50
-1.88821	2.49134	-0.834992	0.550262	50
-1.88814	2.49149	-0.839478	0.543394	50
-1.88819	2.49138	-0.848925	0.528513	50
-1.88841	2.49096	-0.857885	0.513841	50
-1.88853	2.49074	0.870399	-0.492348	50
-1.88887	2.49019	0.880932	-0.473243	50
-1.88911	2.48984	0.892546	-0.450956	50
-1.88938	2.48951	0.906529	-0.422144	50
-1.88868	2.48963	0.917102	-0.398653	50
-1.88619	2.4883	0.930872	-0.365345	50
-1.88647	2.48804	0.940503	-0.339786	50
-1.88667	2.48789	0.952588	-0.304263	50
-1.88696	2.4877	0.960639	-0.277798	50
-1.88695	2.48769	0.973083	-0.230455	50
-1.88684	2.48775	0.981698	-0.190446	50
-1.8868	2.48442	0.987994	-0.154492	50
-1.88672	2.48444	0.992626	-0.121216	50
-1.88651	2.4845	0.996431	-0.0844136	50
-1.88629	2.48448	0.998438	-0.0558772	50
-1.88577	2.48137	0.999524	-0.030861	50
-1.88556	2.48139	0.999966	-0.00826375	50
-1.88509	2.48138	0.999843	0.0177406	50
-1.88646	2.47929	0.99934	0.0363326	50
-1.88587	2.47924	0.998385	0.0568176	50
-1.88616	2.47928	0.997163	0.0752774	50
-1.88267	2.48076	0.995782	0.0917529	50
-1.88235	2.48104	0.99399	0.109475	50
-1.88181	2.48091	0.991284	0.131739	50
-1.88209	2.4793	0.989066	0.147471	50
-1.88202	2.4782	0.986467	0.163959	50
-1.88174	2.4781	0.983911	0.17866	50
-1.88178	2.47811	0.980779	0.19512	50
-1.88135	2.47793	0.977243	0.212122	50
-1.8823	2.47476	0.973241	0.229788	50
-1.88242	2.47375	0.966205	0.257775	50
-1.88228	2.47366	0.957982	0.286827	50
-1.88217	2.47359	0.947668	0.319259	50
-1.88207	2.47351	0.935795	0.352546	50
-1.88188	2.47334	0.919971	0.391985	50
-1.88119	2.47303	0.903724	0.428116	50
-1.88022	2.47252	0.882248	0.470785	52
-1.87996	2.47212	0.859939	0.510396	52
-1.87995	2.47208	0.831758	0.555138	52
-1.87976	2.47156	0.80146	0.598048	52
-1.87974	2.47148	0.764919	0.644127	52
-1.88382	2.46996	0.728006	0.685571	52
-1.88382	2.46949	0.684222	0.729274	52
-1.88384	2.46933	0.637484	0.770463	52
-1.88263	2.46755	0.590303	0.807182	52
-1.8806	2.4714	0.533292	0.845931	52
-1.87374	2.48261	0.472754	0.881194	52
-1.85874	2.50008	0.412367	0.911018	52
-1.84413	2.51529	0.361439	0.932396	52
-1.81947	2.52991	0.302982	0.952996	52
-1.79151	2.5475	0.240762	0.970584	52
-1.75826	2.56389	0.187117	0.982338	52
-1.72094	2.57762	0.142307	0.989823	52
-1.68145	2.5878	0.0997391	0.995014	52
-1.63574	2.5949	0.0606782	0.998157	52
-1.59466	2.59672	0.0205031	0.99979	52
-1.55328	2.59594	-0.0143769	0.999897	52
-1.51223	2.59501	-0.0423658	0.999102	52
-1.47441	2.59158	-0.0622354	0.998061	52
-1.43323	2.58802	-0.0790223	0.996873	52
-1.39678	2.58183	-0.094497	0.995525	52
-1.36532	2.57411	-0.109108	0.99403	52
-1.33482	2.56707	-0.116595	0.99318	52
-1.3094	2.56077	-0.130277	0.991478	52
-1.28376	2.55209	-0.136436	0.990649	52
-1.26545	2.54692	-0.138251	0.990397	52
-1.24995	2.54251	-0.138597	0.990349	52
-1.23458	2.5374	-0.142775	0.989755	52
-1.22112	2.53292	-0.141873	0.989885	52
-1.20983	2.52962	-0.141873	0.989885	52
-1.19874	2.52636	-0.143341	0.989673	52
-1.1875	2.52303	-0.143946	0.989586	52
-1.1765	2.51977	-0.142305	0.989823	52
-1.16114	2.51529	-0.141182	0.989984	52
-1.13715	2.50831	-0.140404	0.990094	52
-1.10987	2.5004	-0.140577	0.99007	52
-1.08147	2.49222	-0.138503	0.990362	52
-1.05611	2.48506	-0.132745	0.99115	52
-1.03144	2.47834	-0.130949	0.991389	52
-1.01237	2.47322	-0.129997	0.991514	52
-0.994933	2.46859	-0.129219	0.991616	52
-0.979142	2.46441	-0.127834	0.991796	52
-0.963151	2.46033	-0.121167	0.992632	52
-0.95284	2.45779	-0.118741	0.992925	52
-0.938132	2.45439	-0.103217	0.994659	52
-0.933277	2.45344	-0.0876676	0.99615	52
-0.927972	2.45259	-0.0666995	0.997773	52
-0.921659	2.45187	-0.0409068	0.999163	52
-0.917445	2.45161	-0.0190131	0.999819	52
-0.91493	2.45154	-0.00356812	0.999994	52
-0.914504	2.45154	0.00280232	0.999996	52
-0.910345	2.45085	0.0065288	0.999979	52
-0.910345	2.45085	0.0065288	0.999979	52
-0.91043	2.45085	0.00661606	0.999978	52
-0.91043	2.45085	0.00679059	0.999977	52
-0.91043	2.45085	0.00687785	0.999976	52
-0.910345	2.45085	0.00661606	0.999978	52
-0.910345	2.45085	0.00661606	0.999978	52
-0.904554	2.44952	0.00852338	0.999964	52
-0.903563	2.44929	0.00874673	0.999962	52
-0.903563	2.44929	0.00813589	0.999967	52
-0.903563	2.44929	0.00848494	0.999964	52
-0.903563	2.44929	0.00848494	0.999964	52
-0.903563	2.44929	0.00857221	0.999963	52
-0.903563	2.44929	0.00796136	0.999968	52
-0.903563	2.44929	0.00796136	0.999968	52
-0.903563	2.44929	0.00796136	0.999968	52
-0.903563	2.44929	0.00796136	0.999968	52
-0.903563	2.44929	0.00804863	0.999968	52
-0.903563	2.44929	0.00804863	0.999968	52
-0.903563	2.44929	0.00804863	0.999968	52
-0.903563	2.44929	0.00804863	0.999968	52
-0.903563	2.44929	0.00804863	0.999968	52
-0.903563	2.44929	0.00804863	0.999968	52
-0.903563	2.44929	0.00804863	0.999968	52
-0.903563	2.44929	0.00804863	0.999968	52
-0.903563	2.44929	0.00804863	0.999968	52
-0.903563	2.44929	0.00804863	0.999968	52
-0.903563	2.44929	0.00804863	0.999968	52
-0.903563	2.44929	0.00804863	0.999968	52
-0.903563	2.44929	0.00804863	0.999968	52
-0.903563	2.44929	0.00804863	0.999968	52
-0.903563	2.44929	0.00804863	0.999968	52
-0.903563	2.44929	0.00804863	0.999968	52
-0.903563	2.44929	0.00804863	0.999968	52
-0.903563	2.44929	0.00804863	0.999968	52
-0.903563	2.44929	0.00804863	0.999968	54
-0.903563	2.44929	0.00804863	0.999968	54
-0.903563	2.44929	0.00804863	0.999968	54
-0.903563	2.44929	0.00804863	0.999968	54
-0.903563	2.44929	0.00804863	0.999968	54
-0.903563	2.44929	0.00804863	0.999968	54
-0.903563	2.44929	0.00804863	0.999968	54
-0.903563	2.44929	0.00804863	0.999968	54
-0.903563	2.44929	0.00804863	0.999968	54
-0.903563	2.44929	0.00804863	0.999968	54
-0.903563	2.44929	0.00804863	0.999968	54
-0.903563	2.44929	0.00804863	0.999968	54
-0.903563	2.44929	0.00804863	0.999968	54
-0.903563	2.44929	0.00804863	0.999968	54
-0.903563	2.44929	0.00804863	0.999968	54
-0.903563	2.44929	0.00804863	0.999968	54
-0.903563	2.44929	0.00804863	0.999968	54
-0.903563	2.44929	0.00804863	0.999968	54
-0.903563	2.44929	0.00804863	0.999968	54
-0.903563	2.44929	0.00804863	0.999968	54
-0.903563	2.44929	0.00804863	0.999968	54
-0.903563	2.44929	0.00804863	0.999968	54
-0.903563	2.44929	0.00804863	0.999968	54
-0.903563	2.44929	0.00804863	0.999968	54
-0.903563	2.44929	0.00804863	0.999968	54
-0.903563	2.44929	0.00804863	0.999968	54
-0.903563	2.44929	0.00804863	0.999968	54
-0.903563	2.44929	0.00804863	0.999968	54
-0.903563	2.44929	0.00804863	0.999968	54
-0.903563	2.44929	0.00804863	0.999968	54
-0.903563	2.44929	0.00804863	0.999968	54
-0.903563	2.44929	0.00804863	0.999968	54
-0.903563	2.44929	0.00804863	0.999968	54
-0.903563	2.44929	0.00804863	0.999968	54
-0.903563	2.44929	0.00804863	0.999968	54
-0.903563	2.44929	0.00804863	0.999968	54
-0.903563	2.44929	0.00804863	0.999968	54
-0.903563	2.44929	0.00804863	0.999968	54
-0.903563	2.44929	0.00804863	0.999968	54
-0.903563	2.44929	0.00804863	0.999968	54
-0.903563	2.44929	0.00804863	0.999968	54
-0.903563	2.44929	0.00804863	0.999968	54
-0.903563	2.44929	0.00804863	0.999968	54
-0.903563	2.44929	0.00804863	0.999968	54
-0.903563	2.44929	0.00804863	0.999968	54
-0.903563	2.44929	0.00804863	0.999968	54
-0.903563	2.44929	0.00804863	0.999968	54
-0.903393	2.4493	0.00813589	0.999967	54
-0.889961	2.44952	0.00778683	0.99997	54
-0.869621	2.44981	0.00577975	0.999983	54
-0.844205	2.45007	0.00368538	0.999993	54
-0.811667	2.45022	-0.000590667	1	54
-0.774992	2.45002	-0.00381952	0.999993	54
-0.735204	2.4497	-0.00504124	0.999987	54
-0.695035	2.44922	-0.00678653	0.999977	54
-0.654099	2.44864	-0.00696106	0.999976	54
-0.613503	2.4481	-0.00635021	0.99998	54
-0.573419	2.44761	-0.00635021	0.99998	54
-0.532824	2.44703	-0.00809549	0.999967	54
-0.496409	2.44642	-0.00914265	0.999958	54
-0.46068	2.44566	-0.0131567	0.999913	54
-0.430074	2.44475	-0.0174322	0.999848	54
-0.400839	2.44367	-0.0199625	0.999801	54
-0.367307	2.44224	-0.0233651	0.999727	54
-0.334641	2.44055	-0.0286865	0.999588	54
-0.309778	2.4391	-0.0292971	0.999571	54
-0.292701	2.43763	-0.0268285	0.99964	54
-0.277847	2.43672	-0.0256375	0.999671	54
-0.263749	2.43602	-0.0239799	0.999712	54
-0.252034	2.43546	-0.0231075	0.999733	54
-0.241213	2.43497	-0.0223223	0.999751	54
-0.230818	2.43451	-0.022584	0.999745	54
-0.220125	2.43401	-0.0243289	0.999704	54
-0.209306	2.43349	-0.0235437	0.999723	54
-0.19282	2.43429	-0.0253001	0.99968	54
-0.178038	2.43362	-0.0258703	0.999665	54
-0.15461	2.43249	-0.0227296	0.999742	54
-0.127725	2.43133	-0.0199377	0.999801	54
-0.100536	2.43031	-0.0155751	0.999879	54
-0.0738496	2.4296	-0.00981598	0.999952	54
-0.0471129	2.42927	-0.000740422	1	54
-0.0263874	2.42938	0.00763708	0.999971	54
-0.00830894	2.42973	0.0113894	0.999935	54
0.00644079	2.43014	0.0202022	0.999796	54
0.0164908	2.43067	0.0375607	0.999294	54
0.030163	2.43194	0.0585672	0.998283	54
0.0443486	2.43395	0.086592	0.996244	54
0.0577819	2.43657	0.108218	0.994127	54
0.0688932	2.43906	0.110733	0.99385	54
0.0754972	2.4406	0.121914	0.992541	54
0.0862727	2.44437	0.146554	0.989203	54
0.091441	2.44599	0.155611	0.987818	54
0.0961065	2.4475	0.157852	0.987463	54
0.0991045	2.44849	0.157852	0.987463	54
0.100605	2.44898	0.152852	0.988249	54
0.101501	2.44926	0.143531	0.989646	54
0.101829	2.44935	0.135236	0.990813	54
0.103222	2.44612	0.127471	0.991842	54
0.10506	2.44618	0.113746	0.99351	54
0.106185	2.44642	0.0976925	0.995217	54
0.107485	2.44666	0.0818743	0.996643	54
0.109087	2.44691	0.0692569	0.997599	54
0.110482	2.44709	0.0533174	0.998578	54
0.11061	2.4471	0.0414625	0.99914	54
0.111673	2.44718	0.031608	0.9995	54
0.11278	2.44724	0.0171262	0.999853	54
0.112908	2.44724	0.0107564	0.999942	54
0.112908	2.44724	0.0127634	0.999919	54
0.112908	2.44724	0.0129379	0.999916	54
0.112908	2.44724	0.0131997	0.999913	54
0.112908	2.44724	0.0130252	0.999915	54
0.112908	2.44724	0.0131124	0.999914	54
0.112908	2.44724	0.0131997	0.999913	54
0.112908	2.44724	0.0131997	0.999913	54
0.112908	2.44724	0.0131997	0.999913	54
0.112908	2.44724	0.0131997	0.999913	54
0.116216	2.45018	0.0148287	0.99989	54
0.116326	2.45028	0.0148832	0.999889	54
0.116326	2.45028	0.0148832	0.999889	54
0.116326	2.45028	0.0148832	0.999889	54
0.116326	2.45028	0.0148832	0.999889	54
0.116326	2.45028	0.0148832	0.999889	54
0.116326	2.45028	0.0148832	0.999889	54
0.116326	2.45028	0.0148832	0.999889	54
0.116326	2.45028	0.0148832	0.999889	54
0.116326	2.45028	0.0148832	0.999889	54
0.116326	2.45028	0.0148832	0.999889	54
0.116326	2.45028	0.0148832	0.999889	54
0.116326	2.45028	0.0148832	0.999889	54
0.116326	2.45028	0.0148832	0.999889	54
0.116326	2.45028	0.0148832	0.999889	54
0.116326	2.45028	0.0148832	0.999889	54
0.116326	2.45028	0.0148832	0.999889	54
0.116326	2.45028	0.0148832	0.999889	54
0.116326	2.45028	0.0148832	0.999889	54
0.116326	2.45028	0.0148832	0.999889	54
0.116326	2.45028	0.0148832	0.999889	54
0.116326	2.45028	0.0148832	0.999889	54
0.116326	2.45028	0.0148832	0.999889	54
0.116326	2.45028	0.0148832	0.999889	54
0.116326	2.45028	0.0148832	0.999889	54
0.116326	2.45028	0.0148832	0.999889	54
0.116326	2.45028	0.0148832	0.999889	54
0.116326	2.45028	0.0148832	0.999889	54
0.116326	2.45028	0.0148832	0.999889	54
0.116326	2.45028	0.0148832	0.999889	54
0.116326	2.45028	0.0148832	0.999889	54
0.116326	2.45028	0.0148832	0.999889	54
0.116326	2.45028	0.0148832	0.999889	54
0.116326	2.45028	0.0148832	0.999889	54
0.116326	2.45028	0.0148832	0.999889	54
0.116326	2.45028	0.0148832	0.999889	54
0.116326	2.45028	0.0148832	0.999889	54
0.116326	2.45028	0.0148832	0.999889	54
0.116326	2.45028	0.0148832	0.999889	54
0.116326	2.45028	0.0148832	0.999889	54
0.116326	2.45028	0.0148832	0.999889	54
0.116326	2.45028	0.0148832	0.999889	54
0.116326	2.45028	0.0148832	0.999889	54
0.116326	2.45028	0.0148832	0.999889	54
0.116326	2.45028	0.0148832	0.999889	54
0.116326	2.45028	0.0148832	0.999889	54
0.116326	2.45028	0.0148832	0.999889	54
0.116326	2.45028	0.0148832	0.999889	54
0.116326	2.45028	0.0148832	0.999889	54
0.116326	2.45028	0.0148832	0.999889	54
0.116326	2.45028	0.0148832	0.999889	54
0.116326	2.45028	0.0148832	0.999889	54
0.116326	2.45028	0.0148832	0.999889	54
0.116326	2.45028	0.0148832	0.999889	54
0.116326	2.45028	0.0148832	0.999889	54
0.116326	2.45028	0.0148832	0.999889	54
0.116326	2.45028	0.0148832	0.999889	54
0.116326	2.45028	0.0148832	0.999889	54
0.116326	2.45028	0.0148832	0.999889	54
0.116326	2.45028	0.0148832	0.999889	54
0.116326	2.45028	0.0148832	0.999889	54
0.116326	2.45028	0.0148832	0.999889	54
0.116326	2.45028	0.0148832	0.999889	54
0.116326	2.45028	0.0148832	0.999889	54
0.116326	2.45028	0.0148832	0.999889	54
0.116326	2.45028	0.0148832	0.999889	54
0.116326	2.45028	0.0148832	0.999889	54
0.116326	2.45028	0.0148832	0.999889	54
0.116326	2.45028	0.0148832	0.999889	54
0.116326	2.45028	0.0148832	0.999889	54
0.116326	2.45028	0.0148832	0.999889	54
0.11654	2.45029	0.0149705	0.999888	54
0.130138	2.45069	0.0145342	0.999894	54
0.150173	2.45126	0.0141851	0.999899	54
0.173363	2.45192	0.0140979	0.999901	54
0.20363	2.45277	0.0138361	0.999904	54
0.238757	2.45372	0.0128763	0.999917	54
0.269538	2.4545	0.01244	0.999923	54
0.317844	2.45558	0.0101712	0.999948	54
0.35788	2.4564	0.00973488	0.999953	54
0.398514	2.45718	0.00947309	0.999955	54
0.439789	2.45791	0.00729151	0.999973	54
0.481367	2.45831	0.00127019	0.999999	54
0.518725	2.45835	-3.88087e-05	1	54
0.5554	2.45832	-0.00108601	0.999999	54
0.584314	2.45817	-0.00553657	0.999985	54
0.60943	2.45783	-0.00789271	0.999969	54
0.6351	2.45741	-0.00850355	0.999964	54
0.660769	2.45698	-0.00885261	0.999961	54
0.682898	2.45653	-0.011994	0.999928	54
0.701148	2.45705	-0.0104261	0.999946	54
0.714961	2.45671	-0.0149636	0.999888	54
0.728133	2.45633	-0.013742	0.999906	54
0.740538	2.45598	-0.0138292	0.999904	54
0.752347	2.45565	-0.0146146	0.999893	54
0.762577	2.45533	-0.0179302	0.999839	57
0.773061	2.45495	-0.0181047	0.999836	57
0.783502	2.45457	-0.0189773	0.99982	57
0.794282	2.45412	-0.0230779	0.999734	57
0.809104	2.4459	-0.0328131	0.999462	57
0.819994	2.44514	-0.0388306	0.999246	57
0.83538	2.44388	-0.0415336	0.999137	57
0.858926	2.44193	-0.0405745	0.999177	57
0.88252	2.44005	-0.038569	0.999256	57
0.905738	2.43829	-0.0366505	0.999328	57
0.929694	2.43668	-0.0288007	0.999585	57
0.953029	2.43542	-0.023392	0.999726	57
0.971777	2.43464	-0.0160631	0.999871	57
0.987892	2.43424	-0.00646443	0.999979	57
1.00205	2.43421	0.00837073	0.999965	57
1.01471	2.43454	0.0193652	0.999812	57
1.02447	2.43497	0.0251233	0.999684	57
1.03835	2.43578	0.037945	0.99928	57
1.04684	2.43653	0.0545078	0.998513	57
1.05268	2.43727	0.0736666	0.997283	57
1.05781	2.43811	0.0936672	0.995604	59
1.06675	2.44323	0.110148	0.993915	59
1.07266	2.4455	0.132343	0.991204	59
1.07688	2.44672	0.152037	0.988375	59
1.07935	2.44753	0.166596	0.986025	59
1.0814	2.44826	0.175624	0.984457	59
1.08216	2.44854	0.183265	0.983064	59
1.0824	2.44863	0.180004	0.983666	59
1.0828	2.44878	0.172273	0.985049	59
1.08489	2.45318	0.163184	0.986596	59
1.08547	2.45461	0.155729	0.9878	59
1.08543	2.4546	0.148139	0.988967	59
1.08478	2.45441	0.140194	0.990124	59
1.08461	2.45436	0.137601	0.990488	59
1.08515	2.45451	0.128087	0.991763	59
1.08674	2.4551	0.117344	0.993091	59
1.08917	2.45602	0.10968	0.993967	59
1.08917	2.45603	0.0986573	0.995121	59
1.08913	2.45602	0.0917077	0.995786	59
1.08926	2.45604	0.0834493	0.996512	59
1.08917	2.45603	0.0728354	0.997344	61
1.08909	2.45601	0.0625616	0.998041	61
1.08909	2.45601	0.0523684	0.998628	61
1.08917	2.45602	0.043739	0.999043	61
1.08913	2.45602	0.0340598	0.99942	61
1.08909	2.45602	0.0324026	0.999475	61
1.08909	2.45602	0.0322282	0.999481	61
1.08909	2.45602	0.0324899	0.999472	61
1.08909	2.45602	0.0324899	0.999472	61
1.08871	2.45393	0.0314452	0.999505	61
1.08866	2.45364	0.0312989	0.99951	63
1.08866	2.45364	0.0312989	0.99951	63
1.08866	2.45364	0.0312989	0.99951	63
1.08866	2.45364	0.0312989	0.99951	63
1.08866	2.45364	0.0312989	0.99951	63
1.08866	2.45364	0.0312989	0.99951	63
1.08866	2.45364	0.0312989	0.99951	63
1.08866	2.45364	0.0312989	0.99951	63
1.08866	2.45364	0.0312989	0.99951	63
1.08866	2.45364	0.0312989	0.99951	63
1.08866	2.45364	0.0312989	0.99951	65
1.08866	2.45364	0.0312989	0.99951	65
1.08866	2.45364	0.0312989	0.99951	65
1.08866	2.45364	0.0312989	0.99951	65
1.08866	2.45364	0.0312989	0.99951	65
1.08866	2.45364	0.0312989	0.99951	65
1.08866	2.45364	0.0312989	0.99951	65
1.08866	2.45364	0.0312989	0.99951	65
1.08866	2.45364	0.0312989	0.99951	65
1.08866	2.45364	0.0312989	0.99951	65
1.08866	2.45364	0.0312989	0.99951	289
1.08866	2.45364	0.0312989	0.99951	289
1.08866	2.45364	0.0312989	0.99951	289
1.08866	2.45364	0.0312989	0.99951	289
1.08866	2.45364	0.0312989	0.99951	289
1.08866	2.45364	0.0312989	0.99951	289
1.08866	2.45364	0.0312989	0.99951	289
1.08866	2.45364	0.0312989	0.99951	289
1.08866	2.45364	0.0312989	0.99951	289
1.08866	2.45364	0.0312989	0.99951	289
1.08866	2.45364	0.0312989	0.99951	316
1.08866	2.45364	0.0312989	0.99951	316
1.08866	2.45364	0.0312989	0.99951	316
1.08866	2.45364	0.0312989	0.99951	316
1.08866	2.45364	0.0312989	0.99951	316
1.08866	2.45364	0.0312989	0.99951	316
1.08866	2.45364	0.0312989	0.99951	316
1.08866	2.45364	0.0312989	0.99951	316
1.08866	2.45364	0.0312989	0.99951	316
1.08866	2.45364	0.0312989	0.99951	316
1.08866	2.45364	0.0312989	0.99951	338
1.08866	2.45364	0.0312989	0.99951	338
1.08866	2.45364	0.0312989	0.99951	338
1.08866	2.45364	0.0312989	0.99951	338
1.08866	2.45364	0.0312989	0.99951	338
1.08866	2.45364	0.0312989	0.99951	338
1.08866	2.45364	0.0312989	0.99951	338
1.08866	2.45364	0.0312989	0.99951	338
1.08866	2.45364	0.0312989	0.99951	338
1.08866	2.45364	0.0312989	0.99951	338
1.08866	2.45364	0.0312989	0.99951	359
1.08866	2.45364	0.0312989	0.99951	359
1.08866	2.45364	0.0312989	0.99951	359
1.08866	2.45364	0.0312989	0.99951	359
1.08866	2.45364	0.0312989	0.99951	359
1.08866	2.45364	0.0312989	0.99951	359
1.08866	2.45364	0.0312989	0.99951	359
1.08866	2.45364	0.0312989	0.99951	359
1.08866	2.45364	0.0312989	0.99951	359
1.08866	2.45364	0.0312989	0.99951	359
1.08866	2.45364	0.0312989	0.99951	371
1.08866	2.45364	0.0312989	0.99951	371
1.08866	2.45364	0.0312989	0.99951	371
1.08866	2.45364	0.0312989	0.99951	371
1.08866	2.45364	0.0312989	0.99951	371
1.08866	2.45364	0.0312989	0.99951	371
1.08866	2.45364	0.0312989	0.99951	371
1.08866	2.45364	0.0312989	0.99951	371
1.08866	2.45364	0.0312989	0.99951	371
1.08866	2.45364	0.0312989	0.99951	371
1.08866	2.45364	0.0312989	0.99951	373
1.08866	2.45364	0.0312989	0.99951	373
1.08866	2.45364	0.0312989	0.99951	373
1.08866	2.45364	0.0312989	0.99951	373
1.08866	2.45364	0.0312989	0.99951	373
1.08866	2.45364	0.0312989	0.99951	373
1.08866	2.45364	0.0312989	0.99951	373
1.08853	2.45363	0.0312989	0.99951	373
1.08836	2.45362	0.0271992	0.99963	373
1.0884	2.45362	0.0238841	0.999715	373
1.08981	2.45369	0.0240586	0.999711	375
1.09565	2.45397	0.0241458	0.999708	375
1.10412	2.45438	0.0244076	0.999702	375
1.1071	2.45453	0.0281587	0.999603	375
1.10813	2.4546	0.0401944	0.999192	375
1.10851	2.45463	0.0458615	0.998948	375
1.10961	2.45474	0.0523114	0.998631	375
1.11232	2.45504	0.0611982	0.998126	375
1.11482	2.45536	0.0651173	0.997878	375
1.11541	2.45544	0.0663364	0.997797	375
1.1155	2.45545	0.0726914	0.997354	375
1.11667	2.45564	0.0863488	0.996265	375
1.11735	2.45576	0.0891305	0.99602	375
1.11844	2.45596	0.0945182	0.995523	375
1.11906	2.45609	0.106153	0.99435	375
1.11898	2.45607	0.115346	0.993325	375
1.11898	2.45607	0.120805	0.992676	375
1.11939	2.45617	0.128944	0.991652	375
1.12026	2.45641	0.142	0.989867	375
1.12075	2.45656	0.150891	0.98855	375
1.12132	2.45674	0.157789	0.987473	383
1.12176	2.45689	0.171303	0.985218	383
1.1222	2.45705	0.183241	0.983068	383
1.12228	2.45708	0.194125	0.980977	383
1.12232	2.4571	0.211642	0.977347	383
1.12301	2.45743	0.229261	0.973365	383
1.12354	2.4577	0.248497	0.968633	383
1.12421	2.45809	0.271081	0.962557	383
1.12446	2.45825	0.291263	0.956643	383
1.12495	2.45859	0.31695	0.948442	383
1.12512	2.45872	0.341833	0.939761	391
1.12515	2.45875	0.358426	0.933558	391
1.12952	2.46476	0.377438	0.926035	391
1.13106	2.46671	0.39747	0.917615	391
1.1312	2.46687	0.412947	0.910755	391
1.13134	2.46703	0.426886	0.904305	391
1.13153	2.46726	0.432166	0.901794	391
1.13244	2.46731	0.454494	0.89075	391
1.13502	2.46663	0.465812	0.884884	391
1.13518	2.46688	0.477278	0.878752	391
1.13523	2.46695	0.490338	0.871532	391
1.13558	2.46754	0.503816	0.863811	391
1.13892	2.46571	0.513484	0.858099	391
1.14215	2.46387	0.524004	0.851716	391
1.14243	2.46445	0.539377	0.842065	391
1.1425	2.4646	0.548676	0.836035	391
1.14264	2.46492	0.558921	0.829221	391
1.14273	2.46516	0.573522	0.81919	391
1.14287	2.46556	0.58292	0.812529	391
1.14292	2.46572	0.594349	0.804208	391
1.14692	2.47125	0.608636	0.793449	393
1.14703	2.47166	0.618216	0.786008	393
1.14705	2.47174	0.629672	0.776861	393
1.14713	2.4722	0.645404	0.763842	393
