x	y	z	w	concentration
-1.87624	4.43899	-0.00340878	0.999994	25
-1.87624	4.43899	-0.00340878	0.999994	25
-1.87624	4.43899	-0.00340878	0.999994	25
-1.87624	4.43899	-0.00340878	0.999994	25
-1.87624	4.43899	-0.00340878	0.999994	25
-1.87624	4.43899	-0.00340878	0.999994	25
-1.87624	4.43899	-0.00340878	0.999994	25
-1.87624	4.43899	-0.00340878	0.999994	25
-1.87624	4.43899	-0.00340878	0.999994	25
-1.87624	4.43899	-0.00340878	0.999994	25
-1.87624	4.43899	-0.00340878	0.999994	25
-1.87624	4.43899	-0.00340878	0.999994	25
-1.87624	4.43899	-0.00340878	0.999994	25
-1.87624	4.43899	-0.00340878	0.999994	24
-1.87624	4.43899	-0.00340878	0.999994	24
-1.87624	4.43899	-0.00340878	0.999994	24
-1.87624	4.43899	-0.00340878	0.999994	24
-1.87624	4.43899	-0.00340878	0.999994	24
-1.87624	4.43899	-0.00340878	0.999994	24
-1.87624	4.43899	-0.00340878	0.999994	24
-1.87624	4.43899	-0.00340878	0.999994	24
-1.87624	4.43899	-0.00340878	0.999994	24
-1.87624	4.43899	-0.00340878	0.999994	24
-1.87624	4.43899	-0.00340878	0.999994	24
-1.87624	4.43899	-0.00340878	0.999994	24
-1.87624	4.43899	-0.00340878	0.999994	24
-1.87624	4.43899	-0.00340878	0.999994	24
-1.87624	4.43899	-0.00340878	0.999994	24
-1.87624	4.43899	-0.00340878	0.999994	24
-1.87624	4.43899	-0.00340878	0.999994	24
-1.87624	4.43899	-0.00340878	0.999994	24
-1.87624	4.43899	-0.00340878	0.999994	24
-1.87624	4.43899	-0.00340878	0.999994	24
-1.87624	4.43899	-0.00340878	0.999994	24
-1.87624	4.43899	-0.00340878	0.999994	24
-1.87607	4.43899	-0.00349605	0.999994	24
-1.86298	4.43889	-0.00480503	0.999988	24
-1.84925	4.43875	-0.00585222	0.999983	24
-1.83458	4.43855	-0.00916825	0.999958	24
-1.81297	4.43798	-0.0180686	0.999837	24
-1.78497	4.43694	-0.0185921	0.999827	24
-1.75143	4.43568	-0.0198136	0.999804	24
-1.71683	4.43427	-0.0205116	0.99979	24
-1.67639	4.43257	-0.022431	0.999748	25
-1.64368	4.43104	-0.0243503	0.999703	25
-1.5944	4.42858	-0.024961	0.999688	25
-1.55338	4.42662	-0.0223438	0.99975	25
-1.52036	4.42523	-0.0182431	0.999834	25
-1.48856	4.42421	-0.0151019	0.999886	25
-1.45902	4.42335	-0.0124842	0.999922	25
-1.43019	4.42274	-0.0078593	0.999969	25
-1.40248	4.42241	-0.00323425	0.999995	25
-1.38047	4.42229	-0.00244885	0.999997	25
-1.35851	4.42217	-0.00192526	0.999998	25
-1.33889	4.42221	0.00418338	0.999991	25
-1.32196	4.42234	0.00444518	0.99999	25
-1.30755	4.42248	0.00409612	0.999992	25
-1.30277	4.42215	0.00422002	0.999991	25
-1.2907	4.42228	0.00657618	0.999978	25
-1.27881	4.42246	0.00910683	0.999959	25
-1.26729	4.42271	0.0139062	0.999903	25
-1.25613	4.42306	0.0180944	0.999836	25
-1.2453	4.42348	0.0208864	0.999782	25
-1.23427	4.42395	0.0211481	0.999776	25
-1.22344	4.42438	0.0188797	0.999822	25
-1.21215	4.42481	0.0180944	0.999836	25
-1.20107	4.42517	0.0123355	0.999924	25
-1.18708	4.42539	0.000293039	1	25
-1.17058	4.42522	-0.014629	0.999893	25
-1.15264	4.42444	-0.0291116	0.999576	25
-1.13034	4.42307	-0.031554	0.999502	25
-1.10931	4.42174	-0.0309434	0.999521	25
-1.08871	4.42056	-0.0251861	0.999683	25
-1.06681	4.41952	-0.0223071	0.999751	24
-1.04581	4.41864	-0.0181192	0.999836	24
-1.03025	4.41817	-0.00756087	0.999971	24
-1.01451	4.41817	0.00640165	0.99998	24
-1.00025	4.41835	0.013307	0.999911	24
-0.995671	4.41653	0.0361405	0.999347	24
-0.983494	4.41774	0.0668164	0.997765	24
-0.971221	4.41958	0.0827413	0.996571	24
-0.959888	4.42161	0.102118	0.994772	24
-0.948704	4.42416	0.125613	0.992079	24
-0.942342	4.42595	0.148347	0.988935	23
-0.936208	4.42792	0.157661	0.987493	23
-0.930867	4.42969	0.167133	0.985934	23
-0.925906	4.43152	0.186544	0.982447	23
-0.921843	4.43319	0.203491	0.979077	23
-0.917222	4.43529	0.225481	0.974248	23
-0.913196	4.43734	0.245496	0.969398	23
-0.909218	4.43958	0.262377	0.964965	23
-0.90601	4.43668	0.275073	0.961423	23
-0.904068	4.43792	0.286882	0.957966	23
-0.903003	4.43863	0.292395	0.956298	23
-0.902119	4.43923	0.291727	0.956502	24
-0.902119	4.43923	0.283704	0.958912	24
-0.902479	4.439	0.275241	0.961375	24
-0.899277	4.43637	0.260751	0.965406	24
-0.899129	4.43645	0.242339	0.970192	24
-0.899623	4.4362	0.226135	0.974096	24
-0.8992	4.4364	0.213024	0.977047	24
-0.899708	4.43618	0.197309	0.980341	24
-0.899787	4.43615	0.189089	0.98196	24
-0.899668	4.4362	0.178967	0.983855	24
-0.899628	4.43621	0.165558	0.9862	23
-0.899992	4.43609	0.152462	0.988309	23
-0.899869	4.43613	0.144263	0.989539	23
-0.899706	4.43617	0.13372	0.991019	23
-0.899871	4.43613	0.122816	0.99243	23
-0.900243	4.43604	0.111549	0.993759	23
-0.900327	4.43602	0.100182	0.994969	23
-0.900285	4.43603	0.0859321	0.996301	23
-0.900579	4.43598	0.0754073	0.997153	23
-0.900537	4.43599	0.0680958	0.997679	23
-0.900452	4.436	0.0569476	0.998377	26
-0.900622	4.43598	0.0424794	0.999097	26
-0.900835	4.43597	0.0314042	0.999507	26
-0.900963	4.43596	0.0202379	0.999795	26
-0.900963	4.43596	0.0182311	0.999834	26
-0.900963	4.43596	0.0182311	0.999834	26
-0.900963	4.43596	0.0182311	0.999834	26
-0.902387	4.4341	0.0175411	0.999846	26
-0.902387	4.4341	0.0175411	0.999846	26
-0.902387	4.4341	0.0175411	0.999846	26
-0.902387	4.4341	0.0175411	0.999846	24
-0.902387	4.4341	0.0175411	0.999846	24
-0.902387	4.4341	0.0175411	0.999846	24
-0.902387	4.4341	0.0175411	0.999846	24
-0.902387	4.4341	0.0175411	0.999846	24
-0.902387	4.4341	0.0175411	0.999846	24
-0.902387	4.4341	0.0175411	0.999846	24
-0.902387	4.4341	0.0175411	0.999846	24
-0.902387	4.4341	0.0175411	0.999846	24
-0.902387	4.4341	0.0175411	0.999846	24
-0.902387	4.4341	0.0175411	0.999846	25
-0.902387	4.4341	0.0175411	0.999846	25
-0.902387	4.4341	0.0175411	0.999846	25
-0.902387	4.4341	0.0175411	0.999846	25
-0.902387	4.4341	0.0175411	0.999846	25
-0.902387	4.4341	0.0175411	0.999846	25
-0.902387	4.4341	0.0175411	0.999846	25
-0.902387	4.4341	0.0175411	0.999846	25
-0.902387	4.4341	0.0175411	0.999846	25
-0.902387	4.4341	0.0175411	0.999846	25
-0.902387	4.4341	0.0175411	0.999846	25
-0.902387	4.4341	0.0175411	0.999846	25
-0.902387	4.4341	0.0175411	0.999846	25
-0.902387	4.4341	0.0175411	0.999846	25
-0.902387	4.4341	0.0175411	0.999846	25
-0.902387	4.4341	0.0175411	0.999846	25
-0.902387	4.4341	0.0175411	0.999846	25
-0.902387	4.4341	0.0175411	0.999846	25
-0.902387	4.4341	0.0175411	0.999846	25
-0.902387	4.4341	0.0175411	0.999846	25
-0.902387	4.4341	0.0175411	0.999846	26
-0.902387	4.4341	0.0175411	0.999846	26
-0.902387	4.4341	0.0175411	0.999846	26
-0.902387	4.4341	0.0175411	0.999846	26
-0.902387	4.4341	0.0175411	0.999846	26
-0.902387	4.4341	0.0175411	0.999846	26
-0.902387	4.4341	0.0175411	0.999846	26
-0.902387	4.4341	0.0175411	0.999846	26
-0.902387	4.4341	0.0175411	0.999846	26
-0.902387	4.4341	0.0175411	0.999846	26
-0.902387	4.4341	0.0175411	0.999846	26
-0.902387	4.4341	0.0175411	0.999846	26
-0.902387	4.4341	0.0175411	0.999846	26
-0.902387	4.4341	0.0175411	0.999846	26
-0.902387	4.4341	0.0175411	0.999846	26
-0.902387	4.4341	0.0175411	0.999846	26
-0.902387	4.4341	0.0175411	0.999846	26
-0.902387	4.4341	0.0175411	0.999846	26
-0.902387	4.4341	0.0175411	0.999846	26
-0.902387	4.4341	0.0175411	0.999846	26
-0.902387	4.4341	0.0175411	0.999846	27
-0.902387	4.4341	0.0175411	0.999846	27
-0.902387	4.4341	0.0175411	0.999846	27
-0.902387	4.4341	0.0175411	0.999846	27
-0.902387	4.4341	0.0175411	0.999846	27
-0.902387	4.4341	0.0175411	0.999846	27
-0.902387	4.4341	0.0175411	0.999846	27
-0.902387	4.4341	0.0175411	0.999846	27
-0.902387	4.4341	0.0175411	0.999846	27
-0.902387	4.4341	0.0175411	0.999846	27
-0.902387	4.4341	0.0175411	0.999846	25
-0.902387	4.4341	0.0175411	0.999846	25
-0.902387	4.4341	0.0175411	0.999846	25
-0.902387	4.4341	0.0175411	0.999846	25
-0.902387	4.4341	0.0175411	0.999846	25
-0.902387	4.4341	0.0175411	0.999846	25
-0.902387	4.4341	0.0175411	0.999846	25
-0.902387	4.4341	0.0175411	0.999846	25
-0.902387	4.4341	0.0175411	0.999846	25
-0.902387	4.4341	0.0175411	0.999846	25
-0.902387	4.4341	0.0175411	0.999846	24
-0.902387	4.4341	0.0175411	0.999846	24
-0.902387	4.4341	0.0175411	0.999846	24
-0.902387	4.4341	0.0175411	0.999846	24
-0.902387	4.4341	0.0176283	0.999845	24
-0.902174	4.43411	0.0176283	0.999845	24
-0.889047	4.43457	0.0164068	0.999865	24
-0.868459	4.43519	0.0141381	0.9999	24
-0.845353	4.43581	0.0120439	0.999927	24
-0.815506	4.43636	0.00419019	0.999991	24
-0.781688	4.43638	-0.00348924	0.999994	24
-0.742968	4.43594	-0.00968501	0.999953	24
-0.703701	4.43504	-0.0126519	0.99992	24
-0.663669	4.43405	-0.0123901	0.999923	24
-0.621378	4.43295	-0.0135245	0.999909	24
-0.578194	4.43179	-0.0138735	0.999904	24
-0.53744	4.43063	-0.0151824	0.999885	24
-0.501936	4.42946	-0.016753	0.99986	24
-0.46562	4.4283	-0.0150079	0.999887	24
-0.434373	4.4274	-0.0139608	0.999903	24
-0.410074	4.42672	-0.0139608	0.999903	24
-0.370387	4.42559	-0.0159677	0.999873	24
-0.334486	4.42137	-0.0190071	0.999819	24
-0.308534	4.42036	-0.0198796	0.999802	24
-0.284331	4.41938	-0.0204031	0.999792	24
-0.269077	4.41875	-0.0204904	0.99979	24
-0.259233	4.41836	-0.0188326	0.999823	24
-0.242441	4.41777	-0.0132483	0.999912	24
-0.227603	4.4175	-0.00443476	0.99999	24
-0.20756	4.41737	-0.00225311	0.999997	24
-0.192591	4.41732	0.000103083	1	24
-0.179516	4.41513	-0.000218979	1	24
-0.172974	4.41053	-0.000205645	1	24
-0.156257	4.41058	0.00459399	0.999989	24
-0.131568	4.41093	0.00869542	0.999962	24
-0.106539	4.41143	0.0115751	0.999933	24
-0.0810473	4.41214	0.0219583	0.999759	24
-0.0554497	4.41343	0.0275416	0.999621	24
-0.0314811	4.41483	0.0321647	0.999483	24
-0.0125964	4.4162	0.0461165	0.998936	24
0.00444299	4.41808	0.0665041	0.997786	25
0.0181526	4.42011	0.0827772	0.996568	25
0.0303577	4.42235	0.101112	0.994875	25
0.0418659	4.42482	0.110484	0.993878	25
0.052376	4.42726	0.120886	0.992666	25
0.0630134	4.43007	0.14087	0.990028	25
0.0737652	4.43341	0.162951	0.986634	25
0.0804793	4.43578	0.179716	0.983719	25
0.0860181	4.43801	0.201475	0.979494	25
0.0900843	4.43782	0.219649	0.975579	25
0.0933803	4.43583	0.243461	0.969911	25
0.0977719	4.43828	0.26616	0.963929	25
0.101104	4.44035	0.286958	0.957943	25
0.103332	4.44185	0.30122	0.953555	25
0.104722	4.44284	0.30571	0.952125	25
0.105416	4.44334	0.304713	0.952444	25
0.107635	4.43881	0.29969	0.954036	25
0.108822	4.43538	0.285206	0.958466	25
0.109038	4.43551	0.278089	0.960555	25
0.108929	4.43545	0.266838	0.963742	25
0.108634	4.43528	0.249639	0.968339	25
0.109897	4.43713	0.237288	0.971439	25
0.111159	4.43936	0.222214	0.974998	25
0.111005	4.43928	0.207982	0.978133	25
0.111044	4.4393	0.198326	0.980136	25
0.110965	4.43927	0.183936	0.982938	25
0.110806	4.43921	0.173375	0.984856	25
0.110725	4.43918	0.164602	0.98636	25
0.110685	4.43917	0.154954	0.987922	25
0.110237	4.43903	0.142354	0.989816	25
0.110114	4.43899	0.132846	0.991137	25
0.110114	4.43899	0.124798	0.992182	25
0.110073	4.43898	0.113361	0.993554	25
0.110031	4.43897	0.100259	0.994961	25
0.110073	4.43898	0.0938322	0.995588	25
0.110073	4.43898	0.0822709	0.99661	25
0.107968	4.44376	0.067867	0.997694	25
0.106709	4.44692	0.0537856	0.998553	25
0.106836	4.44693	0.0441107	0.999027	25
0.106964	4.44694	0.0315534	0.999502	25
0.106964	4.44694	0.0286749	0.999589	25
0.106964	4.44694	0.0285876	0.999591	25
0.106964	4.44694	0.0285876	0.999591	25
0.106964	4.44694	0.0285876	0.999591	25
0.106964	4.44694	0.0285876	0.999591	25
0.106964	4.44694	0.0285876	0.999591	25
0.108491	4.44233	0.0245827	0.999698	25
0.108491	4.44233	0.0245827	0.999698	25
0.108491	4.44233	0.0245827	0.999698	25
0.108491	4.44233	0.0245827	0.999698	25
0.108491	4.44233	0.0245827	0.999698	25
0.108491	4.44233	0.0245827	0.999698	25
0.108491	4.44233	0.0245827	0.999698	25
0.108491	4.44233	0.0245827	0.999698	25
0.108491	4.44233	0.0245827	0.999698	25
0.108491	4.44233	0.0245827	0.999698	25
0.108491	4.44233	0.0245827	0.999698	25
0.108491	4.44233	0.0245827	0.999698	25
0.108491	4.44233	0.0245827	0.999698	25
0.108491	4.44233	0.0245827	0.999698	25
0.108491	4.44233	0.0245827	0.999698	26
0.108491	4.44233	0.0245827	0.999698	26
0.108491	4.44233	0.0245827	0.999698	26
0.108491	4.44233	0.0245827	0.999698	26
0.108491	4.44233	0.0245827	0.999698	26
0.108491	4.44233	0.0245827	0.999698	26
0.108491	4.44233	0.0245827	0.999698	26
0.108491	4.44233	0.0245827	0.999698	26
0.108491	4.44233	0.0245827	0.999698	26
0.108491	4.44233	0.0245827	0.999698	26
0.108491	4.44233	0.0245827	0.999698	25
0.108491	4.44233	0.0245827	0.999698	25
0.108491	4.44233	0.0245827	0.999698	25
0.108491	4.44233	0.0245827	0.999698	25
0.108491	4.44233	0.0245827	0.999698	25
0.108491	4.44233	0.0245827	0.999698	25
0.108491	4.44233	0.0245827	0.999698	25
0.108491	4.44233	0.0245827	0.999698	25
0.108491	4.44233	0.0245827	0.999698	25
0.108491	4.44233	0.0245827	0.999698	25
0.108491	4.44233	0.0245827	0.999698	25
0.108491	4.44233	0.0245827	0.999698	25
0.108491	4.44233	0.0245827	0.999698	25
0.108491	4.44233	0.0245827	0.999698	25
0.108491	4.44233	0.0245827	0.999698	25
0.108491	4.44233	0.0245827	0.999698	25
0.108491	4.44233	0.0245827	0.999698	25
0.108491	4.44233	0.0245827	0.999698	25
0.108491	4.44233	0.0245827	0.999698	25
0.108491	4.44233	0.0245827	0.999698	25
0.108491	4.44233	0.0245827	0.999698	25
0.108491	4.44233	0.0245827	0.999698	25
0.108491	4.44233	0.0245827	0.999698	25
0.108491	4.44233	0.0245827	0.999698	25
0.108491	4.44233	0.0245827	0.999698	25
0.108491	4.44233	0.0245827	0.999698	25
0.108491	4.44233	0.0245827	0.999698	25
0.108491	4.44233	0.0245827	0.999698	25
0.108491	4.44233	0.0245827	0.999698	25
0.108491	4.44233	0.0245827	0.999698	25
0.108491	4.44233	0.0245827	0.999698	25
0.108491	4.44233	0.0245827	0.999698	25
0.108491	4.44233	0.0245827	0.999698	25
0.108491	4.44233	0.0245827	0.999698	25
0.108491	4.44233	0.0245827	0.999698	25
0.108491	4.44233	0.0245827	0.999698	25
0.108491	4.44233	0.0245827	0.999698	25
0.108491	4.44233	0.0245827	0.999698	25
0.108491	4.44233	0.0245827	0.999698	25
0.108491	4.44233	0.0245827	0.999698	25
0.108491	4.44233	0.0245827	0.999698	26
0.108491	4.44233	0.0245827	0.999698	26
0.108491	4.44233	0.0245827	0.999698	26
0.108491	4.44233	0.0245827	0.999698	26
0.108491	4.44233	0.0245827	0.999698	26
0.108491	4.44233	0.0245827	0.999698	26
0.108491	4.44233	0.0245827	0.999698	26
0.108491	4.44233	0.0245827	0.999698	26
0.108491	4.44233	0.0245827	0.999698	26
0.108491	4.44233	0.0245827	0.999698	26
0.108491	4.44233	0.0245827	0.999698	26
0.108491	4.44233	0.0245827	0.999698	26
0.114071	4.4426	0.0244955	0.9997	26
0.127107	4.4432	0.0183882	0.999831	26
0.141683	4.4437	0.0164687	0.999864	26
0.15933	4.44425	0.0142	0.999899	26
0.185083	4.44475	0.00337942	0.999994	26
0.215148	4.44477	-0.00360188	0.999994	26
0.250882	4.44432	-0.0108448	0.999941	26
0.288697	4.44336	-0.0134626	0.999909	26
0.32911	4.44224	-0.0142479	0.999898	25
0.367559	4.44109	-0.0164293	0.999865	25
0.404427	4.43983	-0.0172146	0.999852	25
0.444149	4.43846	-0.0173019	0.99985	25
0.484978	4.437	-0.0201811	0.999796	25
0.522856	4.43538	-0.0221006	0.999756	25
0.558857	4.43381	-0.0219261	0.99976	25
0.593322	4.43224	-0.0237582	0.999718	25
0.625357	4.43073	-0.0234092	0.999726	25
0.653046	4.42943	-0.0235837	0.999722	25
0.675198	4.4284	-0.0215771	0.999767	24
0.694841	4.42758	-0.0193959	0.999812	24
0.711165	4.42703	-0.0100594	0.999949	24
0.727237	4.42571	-0.00904972	0.999959	24
0.740513	4.42439	-0.00242956	0.999997	24
0.754757	4.42444	0.00847865	0.999964	24
0.771683	4.42481	0.0139761	0.999902	24
0.787837	4.42534	0.0216543	0.999766	24
0.802867	4.42619	0.0367448	0.999325	24
0.816645	4.42723	0.0374425	0.999299	24
0.828892	4.42815	0.0387505	0.999249	25
0.842786	4.42934	0.0496481	0.998767	25
0.854873	4.43062	0.0586233	0.99828	25
0.888108	4.43464	0.0601042	0.998192	25
0.908301	4.4371	0.0606269	0.99816	25
0.930404	4.43975	0.0584491	0.99829	25
0.952259	4.44231	0.057665	0.998336	25
0.964758	4.44375	0.0547027	0.998503	25
0.987468	4.44592	0.0415408	0.999137	25
1.00645	4.46447	0.042498	0.999097	25
1.01988	4.46559	0.0423236	0.999104	25
1.03263	4.46664	0.0391846	0.999232	25
1.04067	4.46727	0.0370918	0.999312	25
1.04875	4.4678	0.0229611	0.999736	25
1.05476	4.46798	0.00341543	0.999994	25
1.05741	4.46799	-0.00391494	0.999992	25
1.06452	4.4678	-0.0197962	0.999804	25
1.0681	4.46761	-0.0472688	0.998882	25
1.06929	4.46748	-0.0655653	0.997848	25
1.07055	4.4673	-0.0800999	0.996787	25
1.07127	4.46718	-0.0846224	0.996413	25
1.07366	4.46673	-0.108595	0.994086	25
1.07486	4.46645	-0.116832	0.993152	25
1.07486	4.46645	-0.120385	0.992727	25
1.07544	4.46631	-0.119952	0.99278	25
1.0759	4.4662	-0.117699	0.993049	25
1.07586	4.46621	-0.105645	0.994404	25
1.0759	4.4662	-0.0962681	0.995355	25
1.07659	4.46592	-0.0895855	0.995979	25
1.07745	4.46556	-0.0837265	0.996489	25
1.07791	4.46549	-0.0761586	0.997096	25
1.07821	4.46544	-0.0696311	0.997573	25
1.07859	4.46539	-0.0622296	0.998062	25
1.07876	4.46537	-0.057787	0.998329	25
1.07922	4.46533	-0.0396574	0.999213	25
1.07935	4.46532	-0.0328551	0.99946	25
1.07935	4.46532	-0.0328551	0.99946	25
