x	y	z	w	concentration
-1.86498	4.45541	0.410988	0.911641	32
-1.86518	4.45519	0.380536	0.924766	32
-1.86633	4.455	0.352428	0.935839	29
-1.86731	4.45509	0.326842	0.945079	29
-1.86741	4.45501	0.302407	0.953179	29
-1.8678	4.45475	0.278358	0.960478	29
-1.86943	4.45944	0.257511	0.966275	29
-1.87038	4.46199	0.236564	0.971616	29
-1.87026	4.46205	0.223996	0.97459	29
-1.87038	4.46199	0.206697	0.978405	29
-1.87384	4.467	0.189698	0.981842	29
-1.87404	4.46692	0.17683	0.984241	29
-1.87404	4.46692	0.162382	0.986728	27
-1.87539	4.47018	0.151149	0.988511	27
-1.87578	4.47035	0.139532	0.990218	27
-1.87595	4.4703	0.123961	0.992287	27
-1.8764	4.47019	0.11313	0.99358	27
-1.87682	4.4701	0.101243	0.994862	27
-1.87755	4.4713	0.0855525	0.996334	27
-1.87788	4.47167	0.0714984	0.997441	27
-1.87809	4.47164	0.0573908	0.998352	27
-1.87813	4.47163	0.0427485	0.999086	27
-1.87877	4.47159	0.0309756	0.99952	26
-1.8792	4.47156	0.0185004	0.999829	26
-1.87949	4.47155	0.015272	0.999883	26
-1.87721	4.47103	0.0156791	0.999877	26
-1.87219	4.46991	0.0159931	0.999872	26
-1.87219	4.46991	0.0159931	0.999872	26
-1.87219	4.46991	0.0159931	0.999872	26
-1.87219	4.46991	0.0159931	0.999872	26
-1.87219	4.46991	0.0159931	0.999872	26
-1.87219	4.46991	0.0159931	0.999872	26
-1.87219	4.46991	0.0159931	0.999872	26
-1.87151	4.46846	0.0162664	0.999868	26
-1.86973	4.46468	0.016976	0.999856	26
-1.86973	4.46468	0.016976	0.999856	26
-1.86973	4.46468	0.016976	0.999856	26
-1.86973	4.46468	0.016976	0.999856	26
-1.86973	4.46468	0.016976	0.999856	26
-1.86973	4.46468	0.016976	0.999856	26
-1.86973	4.46468	0.016976	0.999856	26
-1.86973	4.46468	0.016976	0.999856	26
-1.86973	4.46468	0.016976	0.999856	27
-1.86973	4.46468	0.016976	0.999856	27
-1.86973	4.46468	0.016976	0.999856	27
-1.86973	4.46468	0.016976	0.999856	27
-1.86973	4.46468	0.016976	0.999856	27
-1.86973	4.46468	0.016976	0.999856	27
-1.86973	4.46468	0.016976	0.999856	27
-1.86973	4.46468	0.016976	0.999856	27
-1.86973	4.46468	0.016976	0.999856	27
-1.86973	4.46468	0.016976	0.999856	27
-1.86973	4.46468	0.016976	0.999856	27
-1.86973	4.46468	0.016976	0.999856	27
-1.86973	4.46468	0.016976	0.999856	27
-1.86973	4.46468	0.016976	0.999856	27
-1.86973	4.46468	0.016976	0.999856	27
-1.86973	4.46468	0.016976	0.999856	27
-1.86973	4.46468	0.016976	0.999856	27
-1.86973	4.46468	0.016976	0.999856	27
-1.86973	4.46468	0.016976	0.999856	27
-1.86973	4.46468	0.016976	0.999856	27
-1.86973	4.46468	0.016976	0.999856	30
-1.86973	4.46468	0.016976	0.999856	30
-1.86973	4.46468	0.016976	0.999856	30
-1.86973	4.46468	0.016976	0.999856	30
-1.86973	4.46468	0.016976	0.999856	30
-1.86973	4.46468	0.016976	0.999856	30
-1.86973	4.46468	0.016976	0.999856	30
-1.86973	4.46468	0.016976	0.999856	30
-1.86973	4.46468	0.016976	0.999856	30
-1.86973	4.46468	0.016976	0.999856	30
-1.86973	4.46468	0.016976	0.999856	31
-1.86973	4.46468	0.016976	0.999856	31
-1.86973	4.46468	0.016976	0.999856	31
-1.86973	4.46468	0.016976	0.999856	31
-1.86973	4.46468	0.016976	0.999856	31
-1.86973	4.46468	0.016976	0.999856	31
-1.86973	4.46468	0.016976	0.999856	31
-1.86973	4.46468	0.016976	0.999856	31
-1.86973	4.46468	0.016976	0.999856	31
-1.86973	4.46468	0.016976	0.999856	31
-1.86973	4.46468	0.016976	0.999856	30
-1.86973	4.46468	0.016976	0.999856	30
-1.86973	4.46468	0.016976	0.999856	30
-1.86973	4.46468	0.016976	0.999856	30
-1.86973	4.46468	0.016976	0.999856	30
-1.86973	4.46468	0.016976	0.999856	30
-1.86973	4.46468	0.016976	0.999856	30
-1.86973	4.46468	0.016976	0.999856	30
-1.86973	4.46468	0.016976	0.999856	30
-1.86973	4.46468	0.016976	0.999856	30
-1.86973	4.46468	0.016976	0.999856	29
-1.86973	4.46468	0.016976	0.999856	29
-1.86973	4.46468	0.016976	0.999856	29
-1.86973	4.46468	0.016976	0.999856	29
-1.86973	4.46468	0.016976	0.999856	29
-1.86973	4.46468	0.016976	0.999856	29
-1.86973	4.46468	0.016976	0.999856	29
-1.86973	4.46468	0.016976	0.999856	29
-1.86973	4.46468	0.016976	0.999856	29
-1.86973	4.46468	0.016976	0.999856	29
-1.86973	4.46468	0.016976	0.999856	28
-1.86973	4.46468	0.016976	0.999856	28
-1.86973	4.46468	0.016976	0.999856	28
-1.86973	4.46468	0.016976	0.999856	28
-1.85992	4.46501	0.0158417	0.999875	28
-1.84488	4.46547	0.0149691	0.999888	28
-1.82966	4.46591	0.0133985	0.99991	28
-1.80894	4.46634	0.00554484	0.999985	28
-1.78113	4.46647	-0.00161098	0.999999	28
-1.74902	4.46634	-0.00248364	0.999997	28
-1.71188	4.46608	-0.00405443	0.999992	28
-1.67188	4.46574	-0.00492708	0.999988	28
-1.63068	4.46529	-0.00623606	0.999981	28
-1.58996	4.46474	-0.00754503	0.999972	28
-1.54928	4.46412	-0.0073705	0.999973	28
-1.51188	4.46359	-0.00649786	0.999979	28
-1.47529	4.4632	-0.00405443	0.999992	28
-1.44941	4.46298	-0.00501435	0.999987	28
-1.41798	4.46266	-0.00518888	0.999987	28
-1.38165	4.46223	-0.00710871	0.999975	28
-1.3527	4.4618	-0.00745776	0.999972	30
-1.32924	4.46144	-0.00763229	0.999971	30
-1.30745	4.46111	-0.0083304	0.999965	30
-1.28921	4.46061	-0.00969946	0.999953	30
-1.27197	4.46026	-0.00950694	0.999955	30
-1.25278	4.45987	-0.011863	0.99993	30
-1.24549	4.45969	-0.0130846	0.999914	30
-1.23437	4.45938	-0.0143062	0.999898	30
-1.22422	4.45905	-0.0211992	0.999775	30
-1.21477	4.4586	-0.0252124	0.999682	30
-1.20437	4.45808	-0.0256486	0.999671	34
-1.19002	4.4573	-0.0300974	0.999547	34
-1.17873	4.46232	-0.0381171	0.999273	34
-1.16228	4.46378	-0.0404514	0.999182	34
-1.13797	4.46176	-0.0424568	0.999098	34
-1.11324	4.45966	-0.042544	0.999095	34
-1.08791	4.4575	-0.0410618	0.999157	34
-1.06623	4.45582	-0.0342598	0.999413	34
-1.04636	4.45449	-0.0336493	0.999434	34
-1.02976	4.45338	-0.0321666	0.999483	34
-1.0155	4.45249	-0.030771	0.999526	36
-1.00243	4.45168	-0.0306838	0.999529	36
-0.989835	4.45091	-0.0305093	0.999534	36
-0.97715	4.45014	-0.0292009	0.999574	36
-0.965312	4.44948	-0.0248392	0.999691	36
-0.953682	4.44895	-0.020826	0.999783	36
-0.942048	4.44852	-0.0117515	0.999931	36
-0.933149	4.44848	-0.00130582	0.999999	36
-0.927958	4.44983	0.00796422	0.999968	36
-0.922757	4.44995	0.0235828	0.999722	36
-0.918117	4.45023	0.0353586	0.999375	35
-0.914248	4.45053	0.0490471	0.998796	35
-0.913697	4.45059	0.0581969	0.998305	35
-0.913697	4.45059	0.0574999	0.998346	35
-0.913697	4.45059	0.0576742	0.998335	35
-0.913697	4.45059	0.0574999	0.998346	35
-0.913697	4.45059	0.0574999	0.998346	35
-0.913697	4.45059	0.057587	0.99834	35
-0.913697	4.45059	0.057587	0.99834	35
-0.913697	4.45059	0.057587	0.99834	35
-0.913697	4.45059	0.057587	0.99834	30
-0.913697	4.45059	0.057587	0.99834	30
-0.913697	4.45059	0.057587	0.99834	30
-0.913697	4.45059	0.057587	0.99834	30
-0.913697	4.45059	0.057587	0.99834	30
-0.913697	4.45059	0.057587	0.99834	30
-0.913697	4.45059	0.057587	0.99834	30
-0.913697	4.45059	0.057587	0.99834	30
-0.913697	4.45059	0.057587	0.99834	30
-0.913697	4.45059	0.057587	0.99834	30
-0.913697	4.45059	0.057587	0.99834	30
-0.913697	4.45059	0.057587	0.99834	30
-0.913697	4.45059	0.057587	0.99834	30
-0.913697	4.45059	0.057587	0.99834	30
-0.913697	4.45059	0.057587	0.99834	30
-0.913697	4.45059	0.057587	0.99834	30
-0.913697	4.45059	0.057587	0.99834	30
-0.913697	4.45059	0.057587	0.99834	30
-0.913697	4.45059	0.057587	0.99834	30
-0.913697	4.45059	0.057587	0.99834	30
-0.913697	4.45059	0.057587	0.99834	31
-0.913697	4.45059	0.057587	0.99834	31
-0.913697	4.45059	0.057587	0.99834	31
-0.913697	4.45059	0.057587	0.99834	31
-0.913697	4.45059	0.057587	0.99834	31
-0.913697	4.45059	0.057587	0.99834	31
-0.913697	4.45059	0.057587	0.99834	31
-0.913697	4.45059	0.057587	0.99834	31
-0.913697	4.45059	0.057587	0.99834	31
-0.913697	4.45059	0.057587	0.99834	31
-0.913697	4.45059	0.057587	0.99834	29
-0.913697	4.45059	0.057587	0.99834	29
-0.913697	4.45059	0.057587	0.99834	29
-0.913697	4.45059	0.057587	0.99834	29
-0.913697	4.45059	0.057587	0.99834	29
-0.913697	4.45059	0.057587	0.99834	29
-0.913697	4.45059	0.057587	0.99834	29
-0.913697	4.45059	0.057587	0.99834	29
-0.913697	4.45059	0.057587	0.99834	29
-0.913697	4.45059	0.057587	0.99834	29
-0.913697	4.45059	0.057587	0.99834	28
-0.913697	4.45059	0.057587	0.99834	28
-0.913697	4.45059	0.057587	0.99834	28
-0.913697	4.45059	0.057587	0.99834	28
-0.913697	4.45059	0.057587	0.99834	28
-0.913697	4.45059	0.057587	0.99834	28
-0.913697	4.45059	0.057587	0.99834	28
-0.913697	4.45059	0.057587	0.99834	28
-0.913697	4.45059	0.057587	0.99834	28
-0.913697	4.45059	0.057587	0.99834	28
-0.913697	4.45059	0.057587	0.99834	26
-0.913697	4.45059	0.057587	0.99834	26
-0.913697	4.45059	0.057587	0.99834	26
-0.913697	4.45059	0.057587	0.99834	26
-0.913697	4.45059	0.057587	0.99834	26
-0.913697	4.45059	0.057587	0.99834	26
-0.913697	4.45059	0.057587	0.99834	26
-0.913697	4.45059	0.057587	0.99834	26
-0.913697	4.45059	0.057587	0.99834	26
-0.913697	4.45059	0.057587	0.99834	26
-0.913697	4.45059	0.057587	0.99834	24
-0.913697	4.45059	0.057587	0.99834	24
-0.913697	4.45059	0.057587	0.99834	24
-0.913697	4.45059	0.057587	0.99834	24
-0.913697	4.45059	0.057587	0.99834	24
-0.913697	4.45059	0.057587	0.99834	24
-0.913697	4.45059	0.057587	0.99834	24
-0.913697	4.45059	0.057587	0.99834	24
-0.913697	4.45059	0.057587	0.99834	24
-0.913697	4.45059	0.057587	0.99834	24
-0.913697	4.45059	0.057587	0.99834	24
-0.913697	4.45059	0.057587	0.99834	24
-0.913697	4.45059	0.057587	0.99834	24
-0.913697	4.45059	0.0576742	0.998335	24
-0.906537	4.45141	0.0574999	0.998346	24
-0.884417	4.45392	0.055496	0.998459	24
-0.86106	4.45648	0.0530561	0.998592	24
-0.832343	4.45947	0.0478268	0.998856	24
-0.798225	4.4624	0.0378876	0.999282	24
-0.760969	4.46517	0.0356202	0.999365	24
-0.721403	4.4679	0.0337887	0.999429	25
-0.681229	4.4705	0.029951	0.999551	25
-0.639705	4.47263	0.0192205	0.999815	25
-0.596872	4.47414	0.0152068	0.999884	25
-0.555737	4.47534	0.0135489	0.999908	25
-0.528451	4.47598	0.00831327	0.999965	25
-0.497025	4.47649	0.00874959	0.999962	25
-0.462315	4.47701	0.00569534	0.999984	25
-0.427261	4.4773	0.000634315	1	25
-0.395299	4.48154	-0.00208664	0.999998	25
-0.365191	4.48137	-0.00531548	0.999986	24
-0.340419	4.4809	-0.0165721	0.999863	24
-0.324011	4.48029	-0.0202367	0.999795	24
-0.309652	4.4797	-0.0208474	0.999783	24
-0.297849	4.4792	-0.0219816	0.999758	24
-0.287541	4.4787	-0.0259075	0.999664	24
-0.274701	4.47539	-0.026991	0.999636	24
-0.259132	4.47365	-0.0282542	0.999601	24
-0.239508	4.47247	-0.0328771	0.999459	24
-0.223892	4.47143	-0.034011	0.999421	24
-0.209428	4.47041	-0.0389818	0.99924	22
-0.196595	4.46932	-0.0478746	0.998853	22
-0.184118	4.46809	-0.0492692	0.998786	22
-0.168333	4.46651	-0.0523196	0.99863	22
-0.145366	4.4639	-0.0594642	0.99823	22
-0.121224	4.46106	-0.0572863	0.998358	22
-0.0973705	4.45833	-0.0565022	0.998402	22
-0.0756715	4.4559	-0.0541496	0.998533	22
-0.056551	4.45382	-0.0545853	0.998509	22
-0.0381413	4.45296	-0.0543402	0.998522	22
-0.0200626	4.45257	-0.0529943	0.998595	23
-0.00445398	4.45093	-0.0506413	0.998717	23
0.00955896	4.44964	-0.0381746	0.999271	23
0.024067	4.44864	-0.0311975	0.999513	23
0.0365396	4.44789	-0.0270977	0.999633	23
0.0482114	4.44734	-0.0174135	0.999848	23
0.0590811	4.44701	-0.0135743	0.999908	23
0.0662437	4.44684	-0.0044117	0.99999	23
0.0731517	4.4469	0.012954	0.999916	23
0.078608	4.44706	0.0194108	0.999812	23
0.0840558	4.44739	0.0494987	0.998774	22
0.0865567	4.44766	0.0627422	0.99803	22
0.0878258	4.44783	0.06936	0.997592	22
0.0879945	4.44785	0.0796288	0.996825	22
0.0870857	4.44381	0.0766982	0.997054	22
0.0874096	4.44372	0.0700365	0.997544	22
0.086944	4.44366	0.0594124	0.998234	22
0.0861393	4.44357	0.0584541	0.99829	22
0.0861394	4.44357	0.0487815	0.998809	22
0.0863092	4.44358	0.0403251	0.999187	22
0.0865217	4.4436	0.0276788	0.999617	24
0.0861384	4.44358	0.0196526	0.999807	24
0.0858118	4.44391	0.0192655	0.999814	24
0.0851306	4.44471	0.0195233	0.999809	24
0.0851306	4.44471	0.0191743	0.999816	24
0.0851306	4.44471	0.0191743	0.999816	24
0.0851306	4.44471	0.0191743	0.999816	24
0.0851306	4.44471	0.0191743	0.999816	24
0.0851306	4.44471	0.0191743	0.999816	24
0.0851306	4.44471	0.0191743	0.999816	24
0.0851306	4.44471	0.0191743	0.999816	25
0.0851306	4.44471	0.0191743	0.999816	25
0.0851306	4.44471	0.0191743	0.999816	25
0.0851306	4.44471	0.0191743	0.999816	25
0.0851306	4.44471	0.0191743	0.999816	25
0.0851306	4.44471	0.0191743	0.999816	25
0.0851306	4.44471	0.0191743	0.999816	25
0.0851306	4.44471	0.0191743	0.999816	25
0.0851306	4.44471	0.0191743	0.999816	25
0.0851306	4.44471	0.0191743	0.999816	25
0.0851306	4.44471	0.0191743	0.999816	25
0.0851306	4.44471	0.0191743	0.999816	25
0.0851306	4.44471	0.0191743	0.999816	25
0.0851306	4.44471	0.0191743	0.999816	25
0.0851306	4.44471	0.0191743	0.999816	25
0.0851306	4.44471	0.0191743	0.999816	25
0.0851306	4.44471	0.0191743	0.999816	25
0.0851306	4.44471	0.0191743	0.999816	25
0.0851306	4.44471	0.0191743	0.999816	25
0.0851306	4.44471	0.0191743	0.999816	25
0.0851306	4.44471	0.0191743	0.999816	28
0.0851306	4.44471	0.0191743	0.999816	28
0.0851306	4.44471	0.0191743	0.999816	28
0.0851306	4.44471	0.0191743	0.999816	28
0.0851306	4.44471	0.0191743	0.999816	28
0.0851306	4.44471	0.0191743	0.999816	28
0.0851306	4.44471	0.0191743	0.999816	28
0.0851306	4.44471	0.0191743	0.999816	28
0.0851306	4.44471	0.0191743	0.999816	28
0.0851306	4.44471	0.0191743	0.999816	28
0.0851306	4.44471	0.0191743	0.999816	31
0.0851306	4.44471	0.0191743	0.999816	31
0.0851306	4.44471	0.0191743	0.999816	31
0.0851306	4.44471	0.0191743	0.999816	31
0.0851306	4.44471	0.0191743	0.999816	31
0.0851306	4.44471	0.0191743	0.999816	31
0.0851306	4.44471	0.0191743	0.999816	31
0.0851306	4.44471	0.0191743	0.999816	31
0.0851306	4.44471	0.0191743	0.999816	31
0.0851306	4.44471	0.0191743	0.999816	31
0.0851306	4.44471	0.0191743	0.999816	28
0.0851306	4.44471	0.0191743	0.999816	28
0.0851306	4.44471	0.0191743	0.999816	28
0.0851306	4.44471	0.0191743	0.999816	28
0.0851306	4.44471	0.0191743	0.999816	28
0.0851306	4.44471	0.0191743	0.999816	28
0.0851306	4.44471	0.0191743	0.999816	28
0.0851306	4.44471	0.0191743	0.999816	28
0.0851306	4.44471	0.0191743	0.999816	28
0.0851306	4.44471	0.0191743	0.999816	28
0.0851306	4.44471	0.0191743	0.999816	25
0.0851306	4.44471	0.0191743	0.999816	25
0.0851306	4.44471	0.0191743	0.999816	25
0.0851306	4.44471	0.0191743	0.999816	25
0.0851306	4.44471	0.0191743	0.999816	25
0.0851306	4.44471	0.0191743	0.999816	25
0.0851306	4.44471	0.0191743	0.999816	25
0.0851306	4.44471	0.0191743	0.999816	25
0.0851306	4.44471	0.0191743	0.999816	25
0.0851306	4.44471	0.0191743	0.999816	25
0.0851306	4.44471	0.0191743	0.999816	26
0.0851306	4.44471	0.0191743	0.999816	26
0.0851306	4.44471	0.0191743	0.999816	26
0.0851306	4.44471	0.0191743	0.999816	26
0.0851306	4.44471	0.0191743	0.999816	26
0.0851306	4.44471	0.0191743	0.999816	26
0.0851306	4.44471	0.0191743	0.999816	26
0.0851306	4.44471	0.0191743	0.999816	26
0.0851306	4.44471	0.0191743	0.999816	26
0.0851306	4.44471	0.0191743	0.999816	26
0.0851306	4.44471	0.0191743	0.999816	25
0.0851306	4.44471	0.0191743	0.999816	25
0.0851306	4.44471	0.0191743	0.999816	25
0.0851306	4.44471	0.0191743	0.999816	25
0.0880709	4.44483	0.0192615	0.999814	25
0.101794	4.44533	0.0162949	0.999867	25
0.116585	4.44579	0.0150734	0.999886	25
0.133636	4.44627	0.0104486	0.999945	25
0.157858	4.44651	-0.00150669	0.999999	25
0.187708	4.44623	-0.00805159	0.999968	25
0.2228	4.44561	-0.0104949	0.999945	24
0.260575	4.44476	-0.0117166	0.999931	24
0.301717	4.44377	-0.012851	0.999917	24
0.342813	4.44267	-0.0139853	0.999902	24
0.383949	4.44149	-0.0145089	0.999895	24
0.423891	4.44032	-0.0147707	0.999891	24
0.460339	4.4393	-0.0125019	0.999922	24
0.496705	4.4384	-0.0124147	0.999923	24
0.533029	4.43749	-0.0123274	0.999924	24
0.567817	4.43662	-0.0132	0.999913	24
0.59817	4.43582	-0.0123274	0.999924	24
0.627927	4.43505	-0.0150324	0.999887	24
0.652991	4.43427	-0.0145089	0.999895	24
0.674274	4.43293	-0.00889892	0.99996	24
0.691366	4.42967	-0.00658634	0.999978	24
0.708125	4.4295	-0.00257213	0.999997	24
0.726378	4.42945	-0.000826802	1	24
0.743521	4.42944	4.58626e-05	1	24
0.756827	4.42946	0.0048455	0.999988	24
0.770089	4.42962	0.00571815	0.999984	24
0.782072	4.42977	0.00912145	0.999958	25
0.790914	4.42911	0.0112889	0.999936	25
0.800844	4.42918	0.0121108	0.999927	25
0.812866	4.4295	0.016561	0.999863	25
0.832423	4.43031	0.0245005	0.9997	25
0.857427	4.43153	0.0238898	0.999715	25
0.883879	4.4328	0.0245878	0.999698	25
0.909988	4.43412	0.0267687	0.999642	25
0.930639	4.43529	0.0311302	0.999515	25
0.950428	4.43656	0.0327874	0.999462	25
0.966938	4.43766	0.0332235	0.999448	26
0.982132	4.43863	0.029124	0.999576	26
0.99563	4.43937	0.0261581	0.999658	26
1.0084	4.44007	0.0301707	0.999545	26
1.02041	4.44083	0.0329619	0.999457	26
1.03211	4.44162	0.035055	0.999385	26
1.04174	4.44195	0.0419422	0.99912	26
1.05887	4.438	0.0647922	0.997899	26
1.07056	4.43969	0.0838504	0.996478	26
1.08004	4.44144	0.107564	0.994198	26
1.08565	4.44274	0.12715	0.991884	27
1.0911	4.44429	0.152122	0.988362	27
1.09535	4.44571	0.175967	0.984396	27
1.09829	4.44684	0.190122	0.98176	27
1.09971	4.44742	0.195346	0.980734	27
1.09979	4.44745	0.194661	0.980871	27
1.09999	4.44754	0.190294	0.981727	27
1.10015	4.4476	0.180947	0.983493	27
1.10015	4.4476	0.173647	0.984808	27
1.10023	4.44763	0.166767	0.985996	27
1.10038	4.4496	0.157269	0.987556	26
1.10085	4.45627	0.149302	0.988792	26
1.10073	4.45623	0.14205	0.98986	26
1.10085	4.45627	0.134012	0.99098	26
1.10077	4.45625	0.124147	0.992264	26
1.10073	4.45624	0.11713	0.993117	26
1.10094	4.45628	0.111234	0.993794	26
1.10106	4.45631	0.10386	0.994592	26
1.1011	4.45632	0.0888331	0.996047	26
1.1011	4.45632	0.0786588	0.996902	26
1.1011	4.45632	0.0759617	0.997111	26
1.10148	4.45638	0.0614227	0.998112	25
1.10148	4.45638	0.0481783	0.998839	25
1.1017	4.45639	0.039896	0.999204	25
1.10178	4.4564	0.0355358	0.999368	25
1.10187	4.45641	0.0354486	0.999372	25
1.10191	4.45641	0.0357974	0.999359	25
1.10191	4.45641	0.0357974	0.999359	25
1.10191	4.45641	0.0357974	0.999359	25
1.10191	4.45641	0.0358846	0.999356	25
1.10191	4.45641	0.0358846	0.999356	25
1.10191	4.45641	0.0358846	0.999356	24
1.10191	4.45641	0.0358846	0.999356	24
1.10392	4.45712	0.0355535	0.999368	24
1.10738	4.45834	0.0349844	0.999388	24
1.10738	4.45834	0.0349844	0.999388	24
1.10738	4.45834	0.0349844	0.999388	24
