x	y	z	w	concentration
-1.56267	3.90649	0.999077	-0.0429586	38
-1.56467	3.90641	0.999877	0.0156706	38
-1.57364	3.90117	0.998004	0.063153	38
-1.58495	3.90326	0.992319	0.123702	40
-1.60149	3.90835	0.984007	0.178129	40
-1.62567	3.91289	0.974605	0.223932	40
-1.64787	3.92462	0.964072	0.265641	40
-1.67696	3.93562	0.948852	0.315722	40
-1.6998	3.95389	0.936186	0.351506	40
-1.73134	3.97935	0.921927	0.387363	40
-1.75866	4.00819	0.905453	0.424447	40
-1.78587	4.03905	0.891735	0.452557	40
-1.80992	4.07051	0.868017	0.496534	40
-1.8241	4.09505	0.844412	0.535694	40
-1.83354	4.11185	0.823762	0.566936	40
-1.84142	4.13303	0.818131	0.575032	40
-1.85138	4.15608	0.802465	0.596699	40
-1.85869	4.18286	0.79006	0.613029	40
-1.86546	4.20994	0.788312	0.615276	40
-1.87117	4.23862	0.777646	0.628703	40
-1.87631	4.26399	0.770185	0.63782	40
-1.88046	4.28434	0.763514	0.645792	40
-1.88529	4.30044	0.750178	0.661236	40
-1.8875	4.31988	0.741634	0.670805	44
-1.88738	4.34023	0.737943	0.674864	44
-1.88849	4.3543	0.725872	0.68783	44
-1.88902	4.36828	0.714002	0.700144	44
-1.88923	4.3803	0.711001	0.703191	44
-1.88918	4.39182	0.695868	0.718169	44
-1.88869	4.40272	0.684502	0.729011	44
-1.88806	4.41243	0.683483	0.729966	44
-1.88868	4.42112	0.676121	0.736791	44
-1.88822	4.42755	0.6557	0.755022	44
-1.88737	4.43312	0.644827	0.764328	40
-1.88657	4.43744	0.623712	0.781654	40
-1.88619	4.43897	0.608661	0.793431	40
-1.88565	4.4409	0.592684	0.805435	40
-1.88498	4.44288	0.569749	0.821819	40
-1.88453	4.44465	0.545842	0.837888	40
-1.88594	4.44502	0.519322	0.854579	40
-1.88545	4.44592	0.485371	0.874308	40
-1.88471	4.44702	0.452696	0.891665	40
-1.88355	4.44849	0.410827	0.911713	40
-1.88235	4.44976	0.368316	0.929701	40
-1.88142	4.45058	0.334412	0.942427	40
-1.88545	4.44978	0.30436	0.952557	40
-1.88615	4.45004	0.274175	0.96168	40
-1.88501	4.45071	0.24451	0.969647	40
-1.88395	4.45126	0.222108	0.975022	40
-1.88649	4.45221	0.203164	0.979145	40
-1.8858	4.45269	0.182724	0.983164	40
-1.88456	4.45314	0.162094	0.986775	40
-1.87925	4.45154	0.144935	0.989441	40
-1.87818	4.45185	0.129632	0.991562	40
-1.87681	4.45219	0.112654	0.993634	40
-1.87594	4.45445	0.0937028	0.9956	40
-1.87472	4.45467	0.078053	0.996949	40
-1.8737	4.45481	0.0602064	0.998186	40
-1.87217	4.45504	0.0438142	0.99904	40
-1.87096	4.45538	0.0259938	0.999662	40
-1.86964	4.45543	0.00679805	0.999977	40
-1.86896	4.45544	-0.00629182	0.99998	40
-1.86896	4.45544	-0.00629182	0.99998	40
-1.86896	4.45544	-0.00646635	0.999979	40
-1.87093	4.45442	-0.00641677	0.999979	40
-1.87532	4.45216	-0.00621902	0.999981	40
-1.87532	4.45216	-0.00621902	0.999981	40
-1.87532	4.45216	-0.00621902	0.999981	40
-1.87532	4.45216	-0.00621902	0.999981	40
-1.87532	4.45216	-0.00621902	0.999981	40
-1.87532	4.45216	-0.00621902	0.999981	40
-1.87249	4.45234	-0.00662284	0.999978	40
-1.87249	4.45234	-0.00662284	0.999978	40
-1.87249	4.45234	-0.00662284	0.999978	39
-1.87249	4.45234	-0.00662284	0.999978	39
-1.87249	4.45234	-0.00662284	0.999978	39
-1.87249	4.45234	-0.00662284	0.999978	39
-1.87249	4.45234	-0.00662284	0.999978	39
-1.87249	4.45234	-0.00662284	0.999978	39
-1.87249	4.45234	-0.00662284	0.999978	39
-1.87249	4.45234	-0.00662284	0.999978	39
-1.87249	4.45234	-0.00662284	0.999978	39
-1.87249	4.45234	-0.00662284	0.999978	39
-1.87249	4.45234	-0.00662284	0.999978	38
-1.87249	4.45234	-0.00662284	0.999978	38
-1.87249	4.45234	-0.00662284	0.999978	38
-1.87249	4.45234	-0.00662284	0.999978	38
-1.87249	4.45234	-0.00662284	0.999978	38
-1.87249	4.45234	-0.00662284	0.999978	38
-1.87249	4.45234	-0.00662284	0.999978	38
-1.87249	4.45234	-0.00662284	0.999978	38
-1.87249	4.45234	-0.00662284	0.999978	38
-1.87249	4.45234	-0.00662284	0.999978	38
-1.87249	4.45234	-0.00662284	0.999978	37
-1.87249	4.45234	-0.00662284	0.999978	37
-1.87249	4.45234	-0.00662284	0.999978	37
-1.87249	4.45234	-0.00662284	0.999978	37
-1.87249	4.45234	-0.00662284	0.999978	37
-1.87249	4.45234	-0.00662284	0.999978	37
-1.87249	4.45234	-0.00662284	0.999978	37
-1.87249	4.45234	-0.00662284	0.999978	37
-1.87249	4.45234	-0.00662284	0.999978	37
-1.87249	4.45234	-0.00662284	0.999978	37
-1.87249	4.45234	-0.00662284	0.999978	36
-1.87249	4.45234	-0.00662284	0.999978	36
-1.87249	4.45234	-0.00662284	0.999978	36
-1.87249	4.45234	-0.00662284	0.999978	36
-1.87249	4.45234	-0.00662284	0.999978	36
-1.87249	4.45234	-0.00662284	0.999978	36
-1.87249	4.45234	-0.00662284	0.999978	36
-1.87249	4.45234	-0.00662284	0.999978	36
-1.87249	4.45234	-0.00662284	0.999978	36
-1.87249	4.45234	-0.00662284	0.999978	36
-1.87249	4.45234	-0.00662284	0.999978	37
-1.87249	4.45234	-0.00662284	0.999978	37
-1.87249	4.45234	-0.00662284	0.999978	37
-1.87249	4.45234	-0.00662284	0.999978	37
-1.87249	4.45234	-0.00662284	0.999978	37
-1.87249	4.45234	-0.00662284	0.999978	37
-1.87249	4.45234	-0.00662284	0.999978	37
-1.87249	4.45234	-0.00662284	0.999978	37
-1.87249	4.45234	-0.00662284	0.999978	37
-1.87249	4.45234	-0.00662284	0.999978	37
-1.87249	4.45234	-0.00662284	0.999978	38
-1.87249	4.45234	-0.00662284	0.999978	38
-1.87249	4.45234	-0.00662284	0.999978	38
-1.87249	4.45234	-0.00662284	0.999978	38
-1.87249	4.45234	-0.00662284	0.999978	38
-1.87249	4.45234	-0.00662284	0.999978	38
-1.87249	4.45234	-0.00662284	0.999978	38
-1.87249	4.45234	-0.00662284	0.999978	38
-1.87249	4.45234	-0.00662284	0.999978	38
-1.87249	4.45234	-0.00662284	0.999978	38
-1.87249	4.45234	-0.00662284	0.999978	42
-1.87249	4.45234	-0.00662284	0.999978	42
-1.87249	4.45234	-0.00662284	0.999978	42
-1.87249	4.45234	-0.00662284	0.999978	42
-1.87249	4.45234	-0.00662284	0.999978	42
-1.87249	4.45234	-0.00662284	0.999978	42
-1.87249	4.45234	-0.00662284	0.999978	42
-1.87249	4.45234	-0.00662284	0.999978	42
-1.87249	4.45234	-0.00662284	0.999978	42
-1.87249	4.45234	-0.00662284	0.999978	42
-1.86729	4.45227	-0.00662284	0.999978	44
-1.85181	4.45204	-0.00758275	0.999971	44
-1.831	4.45172	-0.00801906	0.999968	44
-1.8067	4.45134	-0.00810633	0.999967	44
-1.77527	4.45075	-0.0115968	0.999933	44
-1.74151	4.44989	-0.0136038	0.999907	44
-1.70229	4.44882	-0.0136038	0.999907	44
-1.662	4.44774	-0.0129057	0.999917	44
-1.62103	4.44673	-0.0110732	0.999939	44
-1.5821	4.44595	-0.0088917	0.99996	44
-1.54535	4.44536	-0.00601199	0.999982	43
-1.51136	4.44496	-0.00627378	0.99998	43
-1.48134	4.44459	-0.00557566	0.999984	43
-1.44927	4.44425	-0.00487754	0.999988	43
-1.41119	4.44389	-0.00461574	0.999989	43
-1.37511	4.44358	-0.00383035	0.999993	43
-1.34304	4.44334	-0.00321949	0.999995	43
-1.30773	4.4431	-0.00391762	0.999992	43
-1.27235	4.44399	-0.00438941	0.99999	43
-1.24058	4.44395	-0.00355439	0.999994	43
-1.21755	4.44379	-0.00294353	0.999996	42
-1.19653	4.44365	-0.00495064	0.999988	42
-1.17346	4.44341	-0.00468885	0.999989	42
-1.14936	4.44322	-0.00355439	0.999994	42
-1.12053	4.44303	-0.002769	0.999996	42
-1.09504	4.44242	-0.0012376	0.999999	42
-1.07234	4.44172	0.00115317	0.999999	42
-1.05042	4.44184	0.00412021	0.999992	42
-1.03226	4.44201	0.00604005	0.999982	42
-1.01669	4.4422	0.00726175	0.999974	42
-1.00676	4.44238	0.0113631	0.999935	39
-0.991664	4.44275	0.0164241	0.999865	39
-0.979266	4.44328	0.0283765	0.999597	39
-0.969518	4.44386	0.0309061	0.999522	39
-0.957858	4.4446	0.0392675	0.999229	39
-0.943319	4.44505	0.0430075	0.999075	39
-0.936312	4.44569	0.0526829	0.998611	39
-0.929662	4.44646	0.0654015	0.997859	39
-0.925651	4.44704	0.0830675	0.996544	39
-0.921159	4.44784	0.0956704	0.995413	39
-0.916611	4.4488	0.116149	0.993232	38
-0.912436	4.44985	0.1358	0.990736	38
-0.909898	4.45059	0.151173	0.988507	38
-0.907908	4.45123	0.158587	0.987345	38
-0.90718	4.45148	0.165046	0.986286	38
-0.907019	4.45153	0.162119	0.986771	38
-0.907059	4.45152	0.156347	0.987702	38
-0.906734	4.45162	0.150828	0.98856	38
-0.906327	4.45175	0.141332	0.989962	38
-0.9062	4.4526	0.13237	0.9912	38
-0.904856	4.45541	0.126059	0.992023	40
-0.904732	4.45545	0.11887	0.99291	40
-0.904566	4.45549	0.109247	0.994015	40
-0.904858	4.45542	0.0990054	0.995087	40
-0.905152	4.45537	0.089275	0.996007	40
-0.905109	4.45538	0.0824934	0.996592	40
-0.905067	4.45538	0.0750118	0.997183	40
-0.905025	4.45539	0.062214	0.998063	40
-0.905364	4.45535	0.0503646	0.998731	40
-0.905279	4.45536	0.0424319	0.999099	40
-0.905322	4.45535	0.039729	0.99921	39
-0.905322	4.45535	0.0395546	0.999217	39
-0.905322	4.45535	0.0395546	0.999217	39
-0.905322	4.45535	0.0395546	0.999217	39
-0.905322	4.45535	0.0395546	0.999217	39
-0.905322	4.45535	0.0395546	0.999217	39
-0.905322	4.45535	0.0395546	0.999217	39
-0.905322	4.45535	0.0395546	0.999217	39
-0.905322	4.45535	0.0395546	0.999217	39
-0.905322	4.45535	0.0395546	0.999217	39
-0.905322	4.45535	0.0395546	0.999217	37
-0.905322	4.45535	0.0395546	0.999217	37
-0.905322	4.45535	0.0395546	0.999217	37
-0.905322	4.45535	0.0395546	0.999217	37
-0.905322	4.45535	0.0395546	0.999217	37
-0.905322	4.45535	0.0395546	0.999217	37
-0.905322	4.45535	0.0395546	0.999217	37
-0.905322	4.45535	0.0395546	0.999217	37
-0.905322	4.45535	0.0395546	0.999217	37
-0.905322	4.45535	0.0395546	0.999217	37
-0.905322	4.45535	0.0395546	0.999217	38
-0.905322	4.45535	0.0395546	0.999217	38
-0.905322	4.45535	0.0395546	0.999217	38
-0.905322	4.45535	0.0395546	0.999217	38
-0.905322	4.45535	0.0395546	0.999217	38
-0.905322	4.45535	0.0395546	0.999217	38
-0.905322	4.45535	0.0395546	0.999217	38
-0.905322	4.45535	0.0395546	0.999217	38
-0.905322	4.45535	0.0395546	0.999217	38
-0.905322	4.45535	0.0395546	0.999217	38
-0.905322	4.45535	0.0395546	0.999217	38
-0.905322	4.45535	0.0395546	0.999217	38
-0.905322	4.45535	0.0395546	0.999217	38
-0.905322	4.45535	0.0395546	0.999217	38
-0.905322	4.45535	0.0395546	0.999217	38
-0.905322	4.45535	0.0395546	0.999217	38
-0.905322	4.45535	0.0395546	0.999217	38
-0.905322	4.45535	0.0395546	0.999217	38
-0.905322	4.45535	0.0395546	0.999217	38
-0.905322	4.45535	0.0395546	0.999217	38
-0.905322	4.45535	0.0395546	0.999217	37
-0.905322	4.45535	0.0395546	0.999217	37
-0.905322	4.45535	0.0395546	0.999217	37
-0.905322	4.45535	0.0395546	0.999217	37
-0.905322	4.45535	0.0395546	0.999217	37
-0.905322	4.45535	0.0395546	0.999217	37
-0.905322	4.45535	0.0395546	0.999217	37
-0.905322	4.45535	0.0395546	0.999217	37
-0.905322	4.45535	0.0395546	0.999217	37
-0.905322	4.45535	0.0395546	0.999217	37
-0.905322	4.45535	0.0395546	0.999217	37
-0.905322	4.45535	0.0395546	0.999217	37
-0.905322	4.45535	0.0395546	0.999217	37
-0.905322	4.45535	0.0395546	0.999217	37
-0.905322	4.45535	0.0395546	0.999217	37
-0.905322	4.45535	0.0395546	0.999217	37
-0.905322	4.45535	0.0395546	0.999217	37
-0.905322	4.45535	0.0395546	0.999217	37
-0.905322	4.45535	0.0395546	0.999217	37
-0.905322	4.45535	0.0395546	0.999217	37
-0.905322	4.45535	0.0395546	0.999217	37
-0.905322	4.45535	0.0395546	0.999217	37
-0.905322	4.45535	0.0395546	0.999217	37
-0.905322	4.45535	0.0395546	0.999217	37
-0.905322	4.45535	0.0395546	0.999217	37
-0.905322	4.45535	0.0395546	0.999217	37
-0.905322	4.45535	0.0395546	0.999217	37
-0.905322	4.45535	0.0395546	0.999217	37
-0.905322	4.45535	0.0395546	0.999217	37
-0.905322	4.45535	0.0395546	0.999217	37
-0.905322	4.45535	0.0395546	0.999217	36
-0.905322	4.45535	0.0395546	0.999217	36
-0.905322	4.45535	0.0395546	0.999217	36
-0.905322	4.45535	0.0395546	0.999217	36
-0.905322	4.45535	0.0395546	0.999217	36
-0.905322	4.45535	0.0395546	0.999217	36
-0.905322	4.45535	0.0395546	0.999217	36
-0.905322	4.45535	0.0395546	0.999217	36
-0.905322	4.45535	0.0395546	0.999217	36
-0.905322	4.45535	0.0395546	0.999217	36
-0.905322	4.45535	0.0395546	0.999217	36
-0.905322	4.45535	0.0395546	0.999217	36
-0.905322	4.45535	0.0396418	0.999214	36
-0.894396	4.45622	0.0390314	0.999238	36
-0.879769	4.45734	0.037985	0.999278	36
-0.864757	4.45847	0.0358048	0.999359	36
-0.843823	4.45988	0.0300483	0.999548	36
-0.817717	4.46124	0.0201031	0.999798	36
-0.786648	4.46236	0.0167003	0.999861	36
-0.752292	4.46345	0.0148679	0.999889	36
-0.712009	4.46462	0.0142571	0.999898	34
-0.67087	4.46572	0.0129483	0.999916	34
-0.629389	4.46678	0.0118139	0.99993	34
-0.587862	4.46769	0.0100687	0.999949	34
-0.549957	4.46845	0.00980688	0.999952	34
-0.513075	4.46912	0.00779983	0.99997	34
-0.488811	4.46946	0.00631633	0.99998	34
-0.458834	4.46984	0.00570548	0.999984	34
-0.425358	4.47012	0.00169125	0.999999	34
-0.392008	4.47017	0.000207723	1	34
-0.361431	4.47018	-0.000315875	1	35
-0.331667	4.46976	0.000844005	1	35
-0.304498	4.46742	-0.00132613	0.999999	35
-0.276651	4.46729	-0.00411864	0.999992	35
-0.254135	4.46704	-0.00647481	0.999979	35
-0.234604	4.4668	-0.00630028	0.99998	35
-0.214947	4.4665	-0.0101399	0.999949	35
-0.194994	4.46602	-0.0139793	0.999902	35
-0.174832	4.46543	-0.0157244	0.999876	35
-0.157154	4.46514	-0.0168725	0.999858	35
-0.133236	4.46438	-0.0170105	0.999855	34
-0.105489	4.46346	-0.0152654	0.999883	34
-0.0830666	4.46281	-0.0133457	0.999911	34
-0.0620906	4.46232	-0.00950627	0.999955	34
-0.0408561	4.46194	-0.00828458	0.999966	34
-0.0203888	4.46161	-0.00811006	0.999967	34
-0.00503865	4.46133	-0.0111642	0.999938	34
0.00851878	4.461	-0.0131712	0.999913	34
0.0210519	4.46066	-0.0140438	0.999901	34
0.0327324	4.46033	-0.0152654	0.999883	34
0.0474005	4.4651	-0.0184604	0.99983	34
0.0587759	4.46523	-0.0160559	0.999871	34
0.0681965	4.46495	-0.0137872	0.999905	34
0.0747198	4.46481	-0.000784966	1	34
0.0791118	4.46486	0.0168421	0.999858	34
0.0797511	4.46488	0.0237347	0.999718	34
0.0799641	4.46489	0.0233857	0.999727	34
0.0799641	4.46489	0.0232112	0.999731	34
0.0799641	4.46489	0.0228623	0.999739	34
0.0799641	4.46489	0.0223388	0.99975	34
0.0800067	4.46489	0.023124	0.999733	33
0.0800067	4.46489	0.0230367	0.999735	33
0.0800067	4.46489	0.0232112	0.999731	33
0.0800067	4.46489	0.0232112	0.999731	33
0.0800067	4.46489	0.023124	0.999733	33
0.0800067	4.46489	0.023124	0.999733	33
0.0800067	4.46489	0.0228623	0.999739	33
0.0800067	4.46489	0.0229495	0.999737	33
0.0800067	4.46489	0.023124	0.999733	33
0.0800067	4.46489	0.0232112	0.999731	33
0.0800067	4.46489	0.0232112	0.999731	33
0.0800067	4.46489	0.0232112	0.999731	33
0.0800067	4.46489	0.0230367	0.999735	33
0.0800067	4.46489	0.0230367	0.999735	33
0.0800067	4.46489	0.0232112	0.999731	33
0.0800067	4.46489	0.023124	0.999733	33
0.0800067	4.46489	0.023124	0.999733	33
0.0800067	4.46489	0.023124	0.999733	33
0.0800067	4.46489	0.023124	0.999733	33
0.0800067	4.46489	0.023124	0.999733	33
0.0800067	4.46489	0.023124	0.999733	33
0.0800067	4.46489	0.023124	0.999733	33
0.0800067	4.46489	0.023124	0.999733	33
0.0800067	4.46489	0.023124	0.999733	33
0.0800067	4.46489	0.023124	0.999733	33
0.0800067	4.46489	0.023124	0.999733	33
0.0800067	4.46489	0.023124	0.999733	33
0.0800067	4.46489	0.023124	0.999733	33
0.0800067	4.46489	0.023124	0.999733	33
0.0800067	4.46489	0.023124	0.999733	33
0.0800067	4.46489	0.023124	0.999733	33
0.0800067	4.46489	0.023124	0.999733	33
0.0800067	4.46489	0.023124	0.999733	33
0.0800067	4.46489	0.023124	0.999733	33
0.0800067	4.46489	0.023124	0.999733	33
0.0800067	4.46489	0.023124	0.999733	33
0.0800067	4.46489	0.023124	0.999733	33
0.0800067	4.46489	0.023124	0.999733	33
0.0800067	4.46489	0.023124	0.999733	33
0.0800067	4.46489	0.023124	0.999733	33
0.0800067	4.46489	0.023124	0.999733	33
0.0800067	4.46489	0.023124	0.999733	33
0.0800067	4.46489	0.023124	0.999733	33
0.0800067	4.46489	0.023124	0.999733	33
0.0800067	4.46489	0.023124	0.999733	33
0.0800067	4.46489	0.023124	0.999733	33
0.0800067	4.46489	0.023124	0.999733	33
0.0800067	4.46489	0.023124	0.999733	33
0.0800067	4.46489	0.023124	0.999733	33
0.0800067	4.46489	0.023124	0.999733	33
0.0800067	4.46489	0.023124	0.999733	33
0.0800067	4.46489	0.023124	0.999733	33
0.0800067	4.46489	0.023124	0.999733	33
0.0800067	4.46489	0.023124	0.999733	33
0.0800067	4.46489	0.023124	0.999733	33
0.0800067	4.46489	0.023124	0.999733	33
0.0800067	4.46489	0.023124	0.999733	33
0.0800067	4.46489	0.023124	0.999733	33
0.0800067	4.46489	0.023124	0.999733	33
0.0800067	4.46489	0.023124	0.999733	33
0.0800067	4.46489	0.023124	0.999733	33
0.0800067	4.46489	0.023124	0.999733	34
0.0800067	4.46489	0.023124	0.999733	34
0.0800067	4.46489	0.023124	0.999733	34
0.0800067	4.46489	0.023124	0.999733	34
0.0800067	4.46489	0.023124	0.999733	34
0.0800067	4.46489	0.023124	0.999733	34
0.0800067	4.46489	0.023124	0.999733	34
0.0800067	4.46489	0.023124	0.999733	34
0.0800067	4.46489	0.023124	0.999733	34
0.0800067	4.46489	0.023124	0.999733	34
0.0800067	4.46489	0.023124	0.999733	34
0.0800067	4.46489	0.023124	0.999733	34
0.0800067	4.46489	0.023124	0.999733	34
0.0800067	4.46489	0.023124	0.999733	34
0.0800067	4.46489	0.023124	0.999733	34
0.0800067	4.46489	0.0232112	0.999731	34
0.0906568	4.46539	0.0226005	0.999745	34
0.10608	4.46606	0.0212046	0.999775	34
0.12159	4.4667	0.0191106	0.999817	34
0.143541	4.46742	0.012741	0.999919	34
0.170957	4.46796	0.00663263	0.999978	34
0.203319	4.46855	0.0112576	0.999937	34
0.239348	4.46926	0.00881423	0.999961	34
0.279515	4.46996	0.0079416	0.999968	34
0.320878	4.47048	0.00322929	0.999995	34
0.36233	4.47059	-0.000872233	1	34
0.403696	4.47048	-0.00191943	0.999998	34
0.44084	4.47021	-0.00628271	0.99998	34
0.470007	4.46979	-0.00881337	0.999961	34
0.509728	4.47318	-0.0102302	0.999948	34
0.544946	4.47246	-0.010492	0.999945	33
0.574962	4.47183	-0.0106665	0.999943	33
0.599691	4.47128	-0.010841	0.999941	33
0.628854	4.47064	-0.0111028	0.999938	33
0.657844	4.46992	-0.0143314	0.999897	33
0.680522	4.46925	-0.0151167	0.999886	33
0.696306	4.47202	-0.0131408	0.999914	33
0.708844	4.47925	-0.0113497	0.999936	33
0.719545	4.47901	-0.0118733	0.99993	33
0.729436	4.47877	-0.0123096	0.999924	33
0.740563	4.47849	-0.0129204	0.999917	34
0.755526	4.47809	-0.0137057	0.999906	34
0.77164	4.47764	-0.0144038	0.999896	34
0.788904	4.47713	-0.0151018	0.999886	34
0.807542	4.47661	-0.0153137	0.999883	34
0.830846	4.47599	-0.0170124	0.999855	34
0.857142	4.47506	-0.0184957	0.999829	34
0.882328	4.4741	-0.0197172	0.999806	34
0.907938	4.4731	-0.0188447	0.999822	34
0.928992	4.47234	-0.0169251	0.999857	34
0.948471	4.47172	-0.0150928	0.999886	35
0.96842	4.4711	-0.0160526	0.999871	35
0.987302	4.47049	-0.0159653	0.999873	35
1.00243	4.47001	-0.0160526	0.999871	35
1.01633	4.46957	-0.0163143	0.999867	35
1.02907	4.46913	-0.0178849	0.99984	35
1.04109	4.4687	-0.0186702	0.999826	35
1.05345	4.46823	-0.0188447	0.999822	35
1.06615	4.46775	-0.0189319	0.999821	35
1.07624	4.4683	-0.0194927	0.99981	35
1.08376	4.46829	-0.0168414	0.999858	34
1.08803	4.46819	-0.00130875	0.999999	34
1.08875	4.46818	0.00715603	0.999974	34
1.08901	4.46819	0.00619612	0.999981	34
1.08918	4.46819	0.00706877	0.999975	34
1.08918	4.46819	0.00663245	0.999978	34
1.08918	4.46819	0.00645792	0.999979	34
1.08918	4.46819	0.00593433	0.999982	34
1.08913	4.46819	0.00567253	0.999984	34
1.08922	4.46819	0.0057598	0.999983	34
1.08922	4.46819	0.00637065	0.99998	36
1.08922	4.46819	0.00663245	0.999978	36
1.08922	4.46819	0.00654518	0.999979	36
1.08922	4.46819	0.00654518	0.999979	36
1.08922	4.46819	0.00654518	0.999979	36
1.08922	4.46819	0.00645792	0.999979	36
1.08922	4.46819	0.00645792	0.999979	36
1.08922	4.46819	0.00645792	0.999979	36
1.08922	4.46819	0.00645792	0.999979	36
1.08922	4.46819	0.00619612	0.999981	36
1.08922	4.46819	0.00645792	0.999979	36
1.08922	4.46819	0.00654518	0.999979	36
1.08922	4.46819	0.00654518	0.999979	36
1.08922	4.46819	0.00663245	0.999978	36
1.08922	4.46819	0.00663245	0.999978	36
1.08922	4.46819	0.00663245	0.999978	36
1.08922	4.46819	0.00663245	0.999978	36
1.08922	4.46819	0.00663245	0.999978	36
1.08922	4.46819	0.00663245	0.999978	36
1.08922	4.46819	0.00671971	0.999977	36
1.08922	4.46819	0.0069815	0.999976	36
1.08922	4.46819	0.00706877	0.999975	36
1.08922	4.46819	0.00706877	0.999975	36
1.08922	4.46819	0.00706877	0.999975	36
1.08922	4.46819	0.00706877	0.999975	36
1.08922	4.46819	0.00706877	0.999975	36
1.08922	4.46819	0.00706877	0.999975	36
1.08922	4.46819	0.00706877	0.999975	36
1.08922	4.46819	0.00706877	0.999975	36
1.08922	4.46819	0.00706877	0.999975	36
1.08922	4.46819	0.00706877	0.999975	36
1.08922	4.46819	0.00706877	0.999975	36
1.08922	4.46819	0.00706877	0.999975	36
1.08922	4.46819	0.00706877	0.999975	36
1.08922	4.46819	0.00706877	0.999975	36
1.08922	4.46819	0.00706877	0.999975	36
1.08922	4.46819	0.00706877	0.999975	36
1.08922	4.46819	0.00706877	0.999975	36
1.08922	4.46819	0.00706877	0.999975	36
1.08922	4.46819	0.00706877	0.999975	36
1.08922	4.46819	0.00706877	0.999975	39
1.08922	4.46819	0.00706877	0.999975	39
1.08922	4.46819	0.00706877	0.999975	39
1.08922	4.46819	0.00706877	0.999975	39
1.08922	4.46819	0.00706877	0.999975	39
1.08922	4.46819	0.00706877	0.999975	39
1.08922	4.46819	0.00706877	0.999975	39
1.08922	4.46819	0.00706877	0.999975	39
1.08922	4.46819	0.00706877	0.999975	39
1.08922	4.46819	0.00706877	0.999975	39
1.08922	4.46819	0.00706877	0.999975	38
1.08922	4.46819	0.00706877	0.999975	38
1.08922	4.46819	0.00706877	0.999975	38
1.08922	4.46819	0.00706877	0.999975	38
1.08922	4.46819	0.00706877	0.999975	38
